CodigoSucursal;CodigoFuerza;CodigoModoAtencion;CodigoRuta;CodigoCliente;FechaDesde;FechaHasta
1;1;PRE;5;1095;01/01/2009;31/12/8899
1;1;PRE;5;1096;01/01/2009;31/12/8899
1;1;PRE;5;1100;01/01/2009;31/12/8899
1;1;PRE;5;1101;01/01/2009;31/12/8899
1;1;PRE;5;1103;01/01/2009;31/12/8899
1;1;PRE;5;1105;01/01/2009;31/12/8899
1;1;PRE;5;1107;01/01/2009;31/12/8899
1;1;PRE;5;1108;01/01/2009;31/12/8899
1;1;PRE;5;1110;01/01/2009;31/12/8899
1;1;PRE;5;1123;01/01/2009;31/12/8899
1;1;PRE;5;1126;01/01/2009;31/12/8899
1;1;PRE;5;1130;01/01/2009;31/12/8899
1;1;PRE;5;1133;01/01/2009;31/12/8899
1;1;PRE;5;1145;01/01/2009;31/12/8899
1;1;PRE;5;1146;01/01/2009;31/12/8899
1;1;PRE;5;1152;01/01/2009;31/12/8899
1;1;PRE;5;1157;01/01/2009;31/12/8899
1;1;PRE;5;1158;01/01/2009;31/12/8899
1;1;PRE;5;1160;01/01/2009;31/12/8899
1;1;PRE;5;1162;01/01/2009;31/12/8899
1;1;PRE;5;1170;01/01/2009;31/12/8899
1;1;PRE;5;1171;01/01/2009;31/12/8899
1;1;PRE;5;1172;01/01/2009;31/12/8899
1;1;PRE;5;1174;01/01/2009;31/12/8899
1;1;PRE;5;1175;01/01/2009;31/12/8899
1;1;PRE;5;1180;01/01/2009;31/12/8899
1;1;PRE;5;1185;01/01/2009;31/12/8899
1;1;PRE;5;1192;01/01/2009;31/12/8899
1;1;PRE;5;1201;01/01/2009;31/12/8899
1;1;PRE;5;1210;01/01/2009;31/12/8899
1;1;PRE;5;1215;01/01/2009;31/12/8899
1;1;PRE;5;122;01/01/2009;31/12/8899
1;1;PRE;5;1220;01/01/2009;31/12/8899
1;1;PRE;5;1222;01/01/2009;31/12/8899
1;1;PRE;5;1231;01/01/2009;31/12/8899
1;1;PRE;5;1239;01/01/2009;31/12/8899
1;1;PRE;5;1249;01/01/2009;31/12/8899
1;1;PRE;5;1251;01/01/2009;31/12/8899
1;1;PRE;5;1252;01/01/2009;31/12/8899
1;1;PRE;5;1254;01/01/2009;31/12/8899
1;1;PRE;5;1256;01/01/2009;31/12/8899
1;1;PRE;5;1257;01/01/2009;31/12/8899
1;1;PRE;5;1259;01/01/2009;31/12/8899
1;1;PRE;5;1265;01/01/2009;31/12/8899
1;1;PRE;5;1268;01/01/2009;31/12/8899
1;1;PRE;5;1275;01/01/2009;31/12/8899
1;1;PRE;5;1286;01/01/2009;31/12/8899
1;1;PRE;5;1293;01/01/2009;31/12/8899
1;1;PRE;5;1295;01/01/2009;31/12/8899
1;1;PRE;5;1299;01/01/2009;31/12/8899
1;1;PRE;5;1301;01/01/2009;31/12/8899
1;1;PRE;5;1305;01/01/2009;31/12/8899
1;1;PRE;5;1310;01/01/2009;31/12/8899
1;1;PRE;5;1314;01/01/2009;31/12/8899
1;1;PRE;5;1319;01/01/2009;31/12/8899
1;1;PRE;5;1321;01/01/2009;31/12/8899
1;1;PRE;5;1331;01/01/2009;31/12/8899
1;1;PRE;5;137;01/01/2009;31/12/8899
1;1;PRE;5;1378;01/01/2009;31/12/8899
1;1;PRE;5;1394;01/01/2009;31/12/8899
1;1;PRE;5;1396;01/01/2009;31/12/8899
1;1;PRE;5;1397;01/01/2009;31/12/8899
1;1;PRE;5;1398;01/01/2009;31/12/8899
1;1;PRE;5;1399;01/01/2009;31/12/8899
1;1;PRE;5;140;01/01/2009;31/12/8899
1;1;PRE;5;1400;01/01/2009;31/12/8899
1;1;PRE;5;1401;01/01/2009;31/12/8899
1;1;PRE;5;1407;01/01/2009;31/12/8899
1;1;PRE;5;1434;01/01/2009;31/12/8899
1;1;PRE;5;1457;01/01/2009;31/12/8899
1;1;PRE;5;146;01/01/2009;31/12/8899
1;1;PRE;5;1460;01/01/2009;31/12/8899
1;1;PRE;5;1497;01/01/2009;31/12/8899
1;1;PRE;5;1504;01/01/2009;31/12/8899
1;1;PRE;5;1512;01/01/2009;31/12/8899
1;1;PRE;5;1533;01/01/2009;31/12/8899
1;1;PRE;5;1537;01/01/2009;31/12/8899
1;1;PRE;5;1539;01/01/2009;31/12/8899
1;1;PRE;5;1540;01/01/2009;31/12/8899
1;1;PRE;5;1544;01/01/2009;31/12/8899
1;1;PRE;5;1547;01/01/2009;31/12/8899
1;1;PRE;5;1554;01/01/2009;31/12/8899
1;1;PRE;5;1555;01/01/2009;31/12/8899
1;1;PRE;5;1556;01/01/2009;31/12/8899
1;1;PRE;5;1557;01/01/2009;31/12/8899
1;1;PRE;5;1558;01/01/2009;31/12/8899
1;1;PRE;5;1560;01/01/2009;31/12/8899
1;1;PRE;5;1565;01/01/2009;31/12/8899
1;1;PRE;5;1566;01/01/2009;31/12/8899
1;1;PRE;5;1568;01/01/2009;31/12/8899
1;1;PRE;5;1570;01/01/2009;31/12/8899
1;1;PRE;5;1572;01/01/2009;31/12/8899
1;1;PRE;5;1577;01/01/2009;31/12/8899
1;1;PRE;5;158;01/01/2009;31/12/8899
1;1;PRE;5;1581;01/01/2009;31/12/8899
1;1;PRE;5;1589;01/01/2009;31/12/8899
1;1;PRE;5;1592;01/01/2009;31/12/8899
1;1;PRE;5;1595;01/01/2009;31/12/8899
1;1;PRE;5;1599;01/01/2009;31/12/8899
1;1;PRE;5;1607;01/01/2009;31/12/8899
1;1;PRE;5;1617;01/01/2009;31/12/8899
1;1;PRE;5;1625;01/01/2009;31/12/8899
1;1;PRE;5;1638;01/01/2009;31/12/8899
1;1;PRE;5;1639;01/01/2009;31/12/8899
1;1;PRE;5;1642;01/01/2009;31/12/8899
1;1;PRE;5;1649;01/01/2009;31/12/8899
1;1;PRE;5;1652;01/01/2009;31/12/8899
1;1;PRE;5;1672;01/01/2009;31/12/8899
1;1;PRE;5;1684;01/01/2009;31/12/8899
1;1;PRE;5;1685;01/01/2009;31/12/8899
1;1;PRE;5;1694;01/01/2009;31/12/8899
1;1;PRE;5;1695;01/01/2009;31/12/8899
1;1;PRE;5;1700;01/01/2009;31/12/8899
1;1;PRE;5;172;01/01/2009;31/12/8899
1;1;PRE;5;1727;01/01/2009;31/12/8899
1;1;PRE;5;1735;01/01/2009;31/12/8899
1;1;PRE;5;174;01/01/2009;31/12/8899
1;1;PRE;5;1743;01/01/2009;31/12/8899
1;1;PRE;5;1749;01/01/2009;31/12/8899
1;1;PRE;5;1764;01/01/2009;31/12/8899
1;1;PRE;5;1769;01/01/2009;31/12/8899
1;1;PRE;5;1773;01/01/2009;31/12/8899
1;1;PRE;5;1774;01/01/2009;31/12/8899
1;1;PRE;5;1781;01/01/2009;31/12/8899
1;1;PRE;5;1782;01/01/2009;31/12/8899
1;1;PRE;5;1783;01/01/2009;31/12/8899
1;1;PRE;5;1794;01/01/2009;31/12/8899
1;1;PRE;5;1798;01/01/2009;31/12/8899
1;1;PRE;5;1806;01/01/2009;31/12/8899
1;1;PRE;5;1810;01/01/2009;31/12/8899
1;1;PRE;5;1812;01/01/2009;31/12/8899
1;1;PRE;5;1813;01/01/2009;31/12/8899
1;1;PRE;5;1814;01/01/2009;31/12/8899
1;1;PRE;5;1816;01/01/2009;31/12/8899
1;1;PRE;5;1821;01/01/2009;31/12/8899
1;1;PRE;5;1823;01/01/2009;31/12/8899
1;1;PRE;5;1828;01/01/2009;31/12/8899
1;1;PRE;5;1829;01/01/2009;31/12/8899
1;1;PRE;5;189;01/01/2009;31/12/8899
1;1;PRE;5;202;01/01/2009;31/12/8899
1;1;PRE;5;523;01/01/2009;31/12/8899
1;1;PRE;5;528;01/01/2009;31/12/8899
1;1;PRE;5;544;01/01/2009;31/12/8899
1;1;PRE;5;579;01/01/2009;31/12/8899
1;1;PRE;5;593;01/01/2009;31/12/8899
1;1;PRE;5;594;01/01/2009;31/12/8899
1;1;PRE;5;605;01/01/2009;31/12/8899
1;1;PRE;5;613;01/01/2009;31/12/8899
1;1;PRE;5;617;01/01/2009;31/12/8899
1;1;PRE;5;621;01/01/2009;31/12/8899
1;1;PRE;5;625;01/01/2009;31/12/8899
1;1;PRE;5;630;01/01/2009;31/12/8899
1;1;PRE;5;658;01/01/2009;31/12/8899
1;1;PRE;5;699;01/01/2009;31/12/8899
1;1;PRE;5;818;01/01/2009;31/12/8899
1;1;PRE;5;823;01/01/2009;31/12/8899
1;1;PRE;5;830;01/01/2009;31/12/8899
1;1;PRE;5;838;01/01/2009;31/12/8899
1;1;PRE;5;843;01/01/2009;31/12/8899
1;1;PRE;5;891;01/01/2009;31/12/8899
1;1;PRE;5;906;01/01/2009;31/12/8899
1;1;PRE;5;917;01/01/2009;31/12/8899
1;1;PRE;5;926;01/01/2009;31/12/8899
1;1;PRE;5;935;01/01/2009;31/12/8899
1;1;PRE;5;938;01/01/2009;31/12/8899
1;1;PRE;5;941;01/01/2009;31/12/8899
1;1;PRE;5;946;01/01/2009;31/12/8899
1;1;PRE;5;958;01/01/2009;31/12/8899
1;1;PRE;5;964;01/01/2009;31/12/8899
1;1;PRE;5;966;01/01/2009;31/12/8899
1;1;PRE;5;969;01/01/2009;31/12/8899
1;1;PRE;5;980;01/01/2009;31/12/8899
1;1;PRE;5;984;01/01/2009;31/12/8899
1;1;PRE;5;985;01/01/2009;31/12/8899
1;1;PRE;5;986;01/01/2009;31/12/8899
1;1;PRE;5;995;01/01/2009;31/12/8899
1;1;PRE;7;1030;01/01/2009;31/12/8899
1;1;PRE;7;1039;01/01/2009;31/12/8899
1;1;PRE;7;1086;01/01/2009;31/12/8899
1;1;PRE;7;1118;01/01/2009;31/12/8899
1;1;PRE;7;1120;01/01/2009;31/12/8899
1;1;PRE;7;1135;01/01/2009;31/12/8899
1;1;PRE;7;1137;01/01/2009;31/12/8899
1;1;PRE;7;1156;01/01/2009;31/12/8899
1;1;PRE;7;1198;01/01/2009;31/12/8899
1;1;PRE;7;1202;01/01/2009;31/12/8899
1;1;PRE;7;1204;01/01/2009;31/12/8899
1;1;PRE;7;1205;01/01/2009;31/12/8899
1;1;PRE;7;1206;01/01/2009;31/12/8899
1;1;PRE;7;1208;01/01/2009;31/12/8899
1;1;PRE;7;1258;01/01/2009;31/12/8899
1;1;PRE;7;1380;01/01/2009;31/12/8899
1;1;PRE;7;1384;01/01/2009;31/12/8899
1;1;PRE;7;1438;01/01/2009;31/12/8899
1;1;PRE;7;1441;01/01/2009;31/12/8899
1;1;PRE;7;1442;01/01/2009;31/12/8899
1;1;PRE;7;1443;01/01/2009;31/12/8899
1;1;PRE;7;1473;01/01/2009;31/12/8899
1;1;PRE;7;1474;01/01/2009;31/12/8899
1;1;PRE;7;1475;01/01/2009;31/12/8899
1;1;PRE;7;1480;01/01/2009;31/12/8899
1;1;PRE;7;1496;01/01/2009;31/12/8899
1;1;PRE;7;1511;01/01/2009;31/12/8899
1;1;PRE;7;1532;01/01/2009;31/12/8899
1;1;PRE;7;1542;01/01/2009;31/12/8899
1;1;PRE;7;1580;01/01/2009;31/12/8899
1;1;PRE;7;1608;01/01/2009;31/12/8899
1;1;PRE;7;1609;01/01/2009;31/12/8899
1;1;PRE;7;1618;01/01/2009;31/12/8899
1;1;PRE;7;1619;01/01/2009;31/12/8899
1;1;PRE;7;166;01/01/2009;31/12/8899
1;1;PRE;7;1666;01/01/2009;31/12/8899
1;1;PRE;7;1668;01/01/2009;31/12/8899
1;1;PRE;7;167;01/01/2009;31/12/8899
1;1;PRE;7;169;01/01/2009;31/12/8899
1;1;PRE;7;1701;01/01/2009;31/12/8899
1;1;PRE;7;1702;01/01/2009;31/12/8899
1;1;PRE;7;1726;01/01/2009;31/12/8899
1;1;PRE;7;1734;01/01/2009;31/12/8899
1;1;PRE;7;1762;01/01/2009;31/12/8899
1;1;PRE;7;1767;01/01/2009;31/12/8899
1;1;PRE;7;1792;01/01/2009;31/12/8899
1;1;PRE;7;1809;01/01/2009;31/12/8899
1;1;PRE;7;1811;01/01/2009;31/12/8899
1;1;PRE;7;1817;01/01/2009;31/12/8899
1;1;PRE;7;1820;01/01/2009;31/12/8899
1;1;PRE;7;1822;01/01/2009;31/12/8899
1;1;PRE;7;1832;01/01/2009;31/12/8899
1;1;PRE;7;1833;01/01/2009;31/12/8899
1;1;PRE;7;1837;01/01/2009;31/12/8899
1;1;PRE;7;1841;01/01/2009;31/12/8899
1;1;PRE;7;185;01/01/2009;31/12/8899
1;1;PRE;7;1883;01/01/2009;31/12/8899
1;1;PRE;7;218;01/01/2009;31/12/8899
1;1;PRE;7;546;01/01/2009;31/12/8899
1;1;PRE;7;555;01/01/2009;31/12/8899
1;1;PRE;7;601;01/01/2009;31/12/8899
1;1;PRE;7;660;01/01/2009;31/12/8899
1;1;PRE;7;670;01/01/2009;31/12/8899
1;1;PRE;7;806;01/01/2009;31/12/8899
1;1;PRE;7;813;01/01/2009;31/12/8899
1;1;PRE;7;865;01/01/2009;31/12/8899
1;1;PRE;7;892;01/01/2009;31/12/8899
1;1;PRE;7;961;01/01/2009;31/12/8899
1;1;PRE;7;991;01/01/2009;31/12/8899
1;1;PRE;7;997;01/01/2009;31/12/8899
1;1;PRE;9;129;01/01/2009;31/12/8899
1;1;PRE;10;1036;01/01/2009;31/12/8899
1;1;PRE;10;1049;01/01/2009;31/12/8899
1;1;PRE;10;106;01/01/2009;31/12/8899
1;1;PRE;10;1113;01/01/2009;31/12/8899
1;1;PRE;10;1148;01/01/2009;31/12/8899
1;1;PRE;10;1163;01/01/2009;31/12/8899
1;1;PRE;10;1177;01/01/2009;31/12/8899
1;1;PRE;10;1188;01/01/2009;31/12/8899
1;1;PRE;10;1221;01/01/2009;31/12/8899
1;1;PRE;10;1225;01/01/2009;31/12/8899
1;1;PRE;10;1244;01/01/2009;31/12/8899
1;1;PRE;10;1325;01/01/2009;31/12/8899
1;1;PRE;10;1389;01/01/2009;31/12/8899
1;1;PRE;10;1410;01/01/2009;31/12/8899
1;1;PRE;10;1412;01/01/2009;31/12/8899
1;1;PRE;10;1440;01/01/2009;31/12/8899
1;1;PRE;10;1491;01/01/2009;31/12/8899
1;1;PRE;10;1494;01/01/2009;31/12/8899
1;1;PRE;10;1563;01/01/2009;31/12/8899
1;1;PRE;10;1597;01/01/2009;31/12/8899
1;1;PRE;10;1663;01/01/2009;31/12/8899
1;1;PRE;10;1665;01/01/2009;31/12/8899
1;1;PRE;10;1674;01/01/2009;31/12/8899
1;1;PRE;10;1691;01/01/2009;31/12/8899
1;1;PRE;10;1692;01/01/2009;31/12/8899
1;1;PRE;10;1717;01/01/2009;31/12/8899
1;1;PRE;10;1731;01/01/2009;31/12/8899
1;1;PRE;10;1732;01/01/2009;31/12/8899
1;1;PRE;10;1742;01/01/2009;31/12/8899
1;1;PRE;10;1751;01/01/2009;31/12/8899
1;1;PRE;10;1808;01/01/2009;31/12/8899
1;1;PRE;10;200;01/01/2009;31/12/8899
1;1;PRE;10;208;01/01/2009;31/12/8899
1;1;PRE;10;217;01/01/2009;31/12/8899
1;1;PRE;10;581;01/01/2009;31/12/8899
1;1;PRE;10;597;01/01/2009;31/12/8899
1;1;PRE;10;683;01/01/2009;31/12/8899
1;1;PRE;10;845;01/01/2009;31/12/8899
1;1;PRE;10;847;01/01/2009;31/12/8899
1;1;PRE;10;848;01/01/2009;31/12/8899
1;1;PRE;10;849;01/01/2009;31/12/8899
1;1;PRE;10;852;01/01/2009;31/12/8899
1;1;PRE;10;853;01/01/2009;31/12/8899
1;1;PRE;10;854;01/01/2009;31/12/8899
1;1;PRE;10;859;01/01/2009;31/12/8899
1;1;PRE;10;861;01/01/2009;31/12/8899
1;1;PRE;10;866;01/01/2009;31/12/8899
1;1;PRE;10;878;01/01/2009;31/12/8899
1;1;PRE;10;885;01/01/2009;31/12/8899
1;1;PRE;10;903;01/01/2009;31/12/8899
1;1;PRE;10;919;01/01/2009;31/12/8899
1;1;PRE;10;922;01/01/2009;31/12/8899
1;1;PRE;10;924;01/01/2009;31/12/8899
1;1;PRE;10;925;01/01/2009;31/12/8899
1;1;PRE;10;932;01/01/2009;31/12/8899
1;1;PRE;10;933;01/01/2009;31/12/8899
1;1;PRE;10;977;01/01/2009;31/12/8899
1;1;PRE;15;1004;01/01/2009;31/12/8899
1;1;PRE;15;1010;01/01/2009;31/12/8899
1;1;PRE;15;1011;01/01/2009;31/12/8899
1;1;PRE;15;1012;01/01/2009;31/12/8899
1;1;PRE;15;1013;01/01/2009;31/12/8899
1;1;PRE;15;1018;01/01/2009;31/12/8899
1;1;PRE;15;1023;01/01/2009;31/12/8899
1;1;PRE;15;1027;01/01/2009;31/12/8899
1;1;PRE;15;1031;01/01/2009;31/12/8899
1;1;PRE;15;1032;01/01/2009;31/12/8899
1;1;PRE;15;10336;01/01/2009;31/12/8899
1;1;PRE;15;1041;01/01/2009;31/12/8899
1;1;PRE;15;1042;01/01/2009;31/12/8899
1;1;PRE;15;1046;01/01/2009;31/12/8899
1;1;PRE;15;1050;01/01/2009;31/12/8899
1;1;PRE;15;1051;01/01/2009;31/12/8899
1;1;PRE;15;1052;01/01/2009;31/12/8899
1;1;PRE;15;1063;01/01/2009;31/12/8899
1;1;PRE;15;107;01/01/2009;31/12/8899
1;1;PRE;15;1093;01/01/2009;31/12/8899
1;1;PRE;15;1097;01/01/2009;31/12/8899
1;1;PRE;15;1099;01/01/2009;31/12/8899
1;1;PRE;15;1106;01/01/2009;31/12/8899
1;1;PRE;15;1109;01/01/2009;31/12/8899
1;1;PRE;15;1111;01/01/2009;31/12/8899
1;1;PRE;15;1115;01/01/2009;31/12/8899
1;1;PRE;15;1127;01/01/2009;31/12/8899
1;1;PRE;15;1129;01/01/2009;31/12/8899
1;1;PRE;15;1132;01/01/2009;31/12/8899
1;1;PRE;15;1140;01/01/2009;31/12/8899
1;1;PRE;15;1161;01/01/2009;31/12/8899
1;1;PRE;15;1165;01/01/2009;31/12/8899
1;1;PRE;15;1169;01/01/2009;31/12/8899
1;1;PRE;15;117;01/01/2009;31/12/8899
1;1;PRE;15;1187;01/01/2009;31/12/8899
1;1;PRE;15;1189;01/01/2009;31/12/8899
1;1;PRE;15;1191;01/01/2009;31/12/8899
1;1;PRE;15;1196;01/01/2009;31/12/8899
1;1;PRE;15;1200;01/01/2009;31/12/8899
1;1;PRE;15;1209;01/01/2009;31/12/8899
1;1;PRE;15;1212;01/01/2009;31/12/8899
1;1;PRE;15;1213;01/01/2009;31/12/8899
1;1;PRE;15;1216;01/01/2009;31/12/8899
1;1;PRE;15;1226;01/01/2009;31/12/8899
1;1;PRE;15;1240;01/01/2009;31/12/8899
1;1;PRE;15;1245;01/01/2009;31/12/8899
1;1;PRE;15;1246;01/01/2009;31/12/8899
1;1;PRE;15;1247;01/01/2009;31/12/8899
1;1;PRE;15;1248;01/01/2009;31/12/8899
1;1;PRE;15;1260;01/01/2009;31/12/8899
1;1;PRE;15;1263;01/01/2009;31/12/8899
1;1;PRE;15;1264;01/01/2009;31/12/8899
1;1;PRE;15;1266;01/01/2009;31/12/8899
1;1;PRE;15;1269;01/01/2009;31/12/8899
1;1;PRE;15;1273;01/01/2009;31/12/8899
