id,idmaopera,idcabeza,idarticulo,codigo,nombre,cantidad,univenta,unibulto,oricod,cantorig,idoriginal,sdocant,kilos,volumen,listaprecio,precosto,precostosiva,preunita,preunitasiva,prearti,preartisiva,interno,despor,tasaiva,switch,ivauni,alcohol,perceibruto,nofactura,espromocion,iddeposito,oferfecha,oferbonif,oferbonifcant,idfrio,pesable,escambio,idprodcombo,escombo,stock,total,idcuerfac,desctociva,desctosiva,registro,idfuerzavta,codvalido,idcabeunifica,idprodpromo,idprodregalo,cada,entrega,internofin,idctavta,uniciva,unisiva,uniciva2,unisiva2,ivauni2,idenvase,idprodgenera,hojaactual,bondigitada,cantkilos,comprome,idope,idcuerpo,idsubprod,idvariedad
0,0,0,1100001300,"5316","DANETTE 95 GR",10.00,1,72,"5316",0.00,1100001300,0.00,0.190,0.000,1,22.466,18.567,27.958,23.106,27.958,23.106,0.000,0.000,21.000,"",48.520," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,279.58,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,279.580,231.060,279.580,231.060,48.520,1100000429,0,0,0,0.000,0,"00002","0000000011",0,0
0,0,0,1100000439,"448","LECHE LS ENT FORT ACD SACH  X1L",6.00,1,17,"448",0.00,1100000439,0.00,1.000,0.000,1,45.210,37.364,55.383,45.771,55.383,45.771,0.000,0.000,21.000,"",57.670," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,332.30,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,332.300,274.630,332.300,274.630,57.670,1100000428,0,0,0,0.000,0,"00002","0000000012",0,0
0,0,0,1100001751,"3491","LECHE LS ULTRA DESCREMADA 1% SACHET 1L",6.00,1,17,"3491",0.00,1100001751,0.00,1.000,0.000,1,45.210,37.364,55.383,45.771,55.383,45.771,0.000,0.000,21.000,"",57.670," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,332.30,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,332.300,274.630,332.300,274.630,57.670,1100000428,0,0,0,0.000,0,"00002","0000000013",0,0
0,0,0,1200001903,"1208","QUESO CREMA CASANCREM 290GR ENTERO",4.00,1,12,"1208",0.00,1200001903,0.00,0.290,0.000,1,79.651,65.827,99.166,81.955,99.166,81.955,0.000,0.000,21.000,"",68.840," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,396.66,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,396.660,327.820,396.660,327.820,68.840,1100001537,0,0,0,0.000,0,"00002","0000000014",0,0
0,0,0,1100000095,"4838","SALCHICHA VIENA X 6 FELA",6.00,1,24,"4838",0.00,1100000095,0.00,0.204,0.000,1,30.546,25.245,37.232,30.770,37.232,30.770,0.000,0.000,21.000,"",38.770," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,223.39,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,223.390,184.620,223.390,184.620,38.770,0,0,0,0,0.000,0,"00002","0000000015",0,0
0,0,0,1100000082,"4840","SALAMINES FINOS PALADINI",6.00,1,24,"4840",0.00,1100000082,0.00,0.155,0.000,1,70.773,58.490,87.017,71.915,87.017,71.915,0.000,0.000,21.000,"",90.610," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,522.10,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,522.100,431.490,522.100,431.490,90.610,0,0,0,0,0.000,0,"00002","0000000016",0,0
0,0,0,1200001866,"1338","YM TARAGUI TRADICIONAL C/P 1/2",10.00,1,10,"1338",0.00,1200001866,0.00,0.500,0.000,1,94.791,78.340,113.750,94.008,113.750,94.008,0.000,0.000,21.000,"",197.420," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,1137.50,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,1137.500,940.080,1137.500,940.080,197.420,0,0,0,0,0.000,0,"00003","0000000017",0,0
0,0,0,1100001197,"1104","SER FIME FORT. POTE 195GRS.",1.00,1,20,"1104",0.00,1100001197,0.00,0.195,0.000,1,37.591,31.067,46.800,38.678,46.800,38.678,0.000,0.000,21.000,"",8.120," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,46.80,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,46.800,38.680,46.800,38.680,8.120,1100000429,0,0,0,0.000,0,"00003","0000000018",0,0
0,0,0,1100000410,"6012","YOGUR FIRME FORTIF. C/H X 190G",6.00,1,20,"6012",0.00,1100000410,0.00,0.190,0.000,1,37.591,31.067,46.800,38.678,46.800,38.678,0.000,0.000,21.000,"",48.730," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,280.80,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,280.800,232.070,280.800,232.070,48.730,1100000429,0,0,0,0.000,0,"00003","0000000019",0,0
0,0,0,1100000079,"198","CHOC.CINDOR T.BRICK X 250CM.",3.00,1,24,"198",0.00,1100000079,0.00,0.250,0.000,1,39.513,32.655,49.193,40.655,49.193,40.655,0.000,0.000,21.000,"",25.610," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,147.58,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,147.580,121.970,147.580,121.970,25.610,0,0,0,0,0.000,0,"00003","0000000020",0,0
0,0,0,1100000775,"993","YOGUR SER C/CEREAL POTE  165GS",4.00,1,20,"993",0.00,1100000775,0.00,0.165,0.000,1,50.981,42.133,63.472,52.456,63.472,52.456,0.000,0.000,21.000,"",44.060," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,253.89,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,253.890,209.830,253.890,209.830,44.060,1100000429,0,0,0,0.000,0,"00003","0000000021",0,0
0,0,0,1100000026,"6130","YOGURISIMO C/CEREALES X 166GRS",4.00,1,20,"6130",0.00,1100000026,0.00,0.166,0.000,1,50.981,42.133,63.472,52.456,63.472,52.456,0.000,0.000,21.000,"",44.060," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,253.89,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,253.890,209.830,253.890,209.830,44.060,1100000429,0,0,0,0.000,0,"00003","0000000022",0,0
0,0,0,1100000064,"5333","YOGURISIMO GO F. BOTELLITA X185GR",4.00,1,35,"5333",0.00,1100000064,0.00,0.190,0.000,1,37.591,31.067,46.800,38.678,46.800,38.678,0.000,0.000,21.000,"",32.490," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,187.20,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,187.200,154.710,187.200,154.710,32.490,1100001539,0,0,0,0.000,0,"00003","0000000023",0,0
0,0,0,1200001739,"3088","LECHE LS UAT ENTERA 3% BRIK 1L",6.00,1,12,"3088",0.00,1200001739,0.00,1.000,0.000,1,59.319,49.024,72.665,60.054,72.665,60.054,0.000,0.000,21.000,"",75.670," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,435.99,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,435.990,360.320,435.990,360.320,75.670,0,0,0,0,0.000,0,"00003","0000000024",0,0
0,0,0,1100001208,"9657","YOGURISIMO CREMIX SABORIZADO X  120G",4.00,1,48,"9657",0.00,1100001208,0.00,0.120,0.000,1,22.466,18.567,27.970,23.116,27.970,23.116,0.000,0.000,21.000,"",19.420," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,111.88,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,111.880,92.460,111.880,92.460,19.420,1100000429,0,0,0,0.000,0,"00003","0000000025",0,0
0,0,0,1100000026,"6130","YOGURISIMO C/CEREALES X 166GRS",4.00,1,20,"6130",0.00,1100000026,0.00,0.166,0.000,1,50.981,42.133,63.472,52.456,63.472,52.456,0.000,0.000,21.000,"",44.060," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,253.89,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,253.890,209.830,253.890,209.830,44.060,1100000429,0,0,0,0.000,0,"00004","0000000026",0,0
0,0,0,1100000775,"993","YOGUR SER C/CEREAL POTE  165GS",4.00,1,20,"993",0.00,1100000775,0.00,0.165,0.000,1,50.981,42.133,63.472,52.456,63.472,52.456,0.000,0.000,21.000,"",44.060," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,253.89,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,253.890,209.830,253.890,209.830,44.060,1100000429,0,0,0,0.000,0,"00004","0000000027",0,0
0,0,0,1100000422,"303","POSTRE SER PACK  220 GRS",4.00,1,24,"303",0.00,1100000422,0.00,0.210,0.000,1,54.792,45.283,68.216,56.377,68.216,56.377,0.000,0.000,21.000,"",47.360," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,272.86,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,272.860,225.500,272.860,225.500,47.360,1100001533,0,0,0,0.000,0,"00004","0000000028",0,0
0,0,0,1100001774,"1170","CREMA LS TETRA TOP X 200CM3",5.00,1,24,"1170",0.00,1100001774,0.00,0.200,0.000,1,61.463,50.796,75.292,62.225,75.292,62.225,0.000,0.000,21.000,"",65.340," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,376.46,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,376.460,311.120,376.460,311.120,65.340,0,0,0,0,0.000,0,"00004","0000000029",0,0
0,0,0,1100000439,"448","LECHE LS ENT FORT ACD SACH  X1L",6.00,1,17,"448",0.00,1100000439,0.00,1.000,0.000,1,45.210,37.364,55.383,45.771,55.383,45.771,0.000,0.000,21.000,"",57.670," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,332.30,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,332.300,274.630,332.300,274.630,57.670,1100000428,0,0,0,0.000,0,"00004","0000000030",0,0
0,0,0,1100001751,"3491","LECHE LS ULTRA DESCREMADA 1% SACHET 1L",6.00,1,17,"3491",0.00,1100001751,0.00,1.000,0.000,1,45.210,37.364,55.383,45.771,55.383,45.771,0.000,0.000,21.000,"",57.670," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,332.30,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,332.300,274.630,332.300,274.630,57.670,1100000428,0,0,0,0.000,0,"00004","0000000031",0,0
0,0,0,1100000501,"6508","YOGURISIMO FORT/HIER SACHET X1KG",2.00,1,17,"6508",0.00,1100000501,0.00,1.000,0.000,1,66.908,55.296,83.301,68.844,83.301,68.844,0.000,0.000,21.000,"",28.910," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,166.60,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,166.600,137.690,166.600,137.690,28.910,1100000428,0,0,0,0.000,0,"00004","0000000032",0,0
0,0,0,1100001208,"9657","YOGURISIMO CREMIX SABORIZADO X  120G",8.00,1,48,"9657",0.00,1100001208,0.00,0.120,0.000,1,22.466,18.567,27.970,23.116,27.970,23.116,0.000,0.000,21.000,"",38.830," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,223.76,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,223.760,184.930,223.760,184.930,38.830,1100000429,0,0,0,0.000,0,"00004","0000000033",0,0
0,0,0,1100001208,"9657","YOGURISIMO CREMIX SABORIZADO X  120G",4.00,1,48,"9657",0.00,1100001208,0.00,0.120,0.000,1,22.466,18.567,27.970,23.116,27.970,23.116,0.000,0.000,21.000,"",19.420," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,111.88,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,111.880,92.460,111.880,92.460,19.420,1100000429,0,0,0,0.000,0,"00004","0000000034",0,0
0,0,0,1100001751,"3491","LECHE LS ULTRA DESCREMADA 1% SACHET 1L",5.00,1,17,"3491",0.00,1100001751,0.00,1.000,0.000,1,45.210,37.364,55.383,45.771,55.383,45.771,0.000,0.000,21.000,"",48.060," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,276.92,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,276.920,228.860,276.920,228.860,48.060,1100000428,0,0,0,0.000,0,"00005","0000000035",0,0
0,0,0,1100001193,"9608","YOGURISIMO ENT FIRME +FORT 125GS",8.00,1,48,"9608",0.00,1100001193,0.00,0.125,0.000,1,22.466,18.567,27.970,23.116,27.970,23.116,0.000,0.000,21.000,"",38.830," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,223.76,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,223.760,184.930,223.760,184.930,38.830,1100000429,0,0,0,0.000,0,"00005","0000000036",0,0
0,0,0,1100001916,"3336","LECHE LS UAT PARC. DES. ZERO LACTOSA PET",3.00,1,6,"3336",0.00,1100001916,0.00,1.000,0.000,1,60.992,50.407,74.411,61.497,74.411,61.497,0.000,0.000,21.000,"",38.740," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,223.23,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,223.230,184.490,223.230,184.490,38.740,0,0,0,0,0.000,0,"00005","0000000037",0,0
0,0,0,1200001903,"1208","QUESO CREMA CASANCREM 290GR ENTERO",1.00,1,12,"1208",0.00,1200001903,0.00,0.290,0.000,1,79.651,65.827,99.166,81.955,99.166,81.955,0.000,0.000,21.000,"",17.210," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,99.17,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,99.170,81.960,99.170,81.960,17.210,1100001537,0,0,0,0.000,0,"00005","0000000038",0,0
0,0,0,1200001904,"1209","QUESO CREMA CASANCREM LIGHT 290GR",1.00,1,12,"1209",0.00,1200001904,0.00,0.290,0.000,1,79.651,65.827,99.166,81.955,99.166,81.955,0.000,0.000,21.000,"",17.210," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,99.17,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,99.170,81.960,99.170,81.960,17.210,1100001537,0,0,0,0.000,0,"00005","0000000039",0,0
0,0,0,1100001197,"1104","SER FIME FORT. POTE 195GRS.",2.00,1,20,"1104",0.00,1100001197,0.00,0.195,0.000,1,37.591,31.067,46.800,38.678,46.800,38.678,0.000,0.000,21.000,"",16.240," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,93.60,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,93.600,77.360,93.600,77.360,16.240,1100000429,0,0,0,0.000,0,"00005","0000000040",0,0
0,0,0,1100001300,"5316","DANETTE 95 GR",4.00,1,72,"5316",0.00,1100001300,0.00,0.190,0.000,1,22.466,18.567,27.958,23.106,27.958,23.106,0.000,0.000,21.000,"",19.410," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,111.83,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,111.830,92.420,111.830,92.420,19.410,1100000429,0,0,0,0.000,0,"00005","0000000041",0,0
0,0,0,1100000501,"6508","YOGURISIMO FORT/HIER SACHET X1KG",4.00,1,17,"6508",0.00,1100000501,0.00,1.000,0.000,1,66.908,55.296,83.301,68.844,83.301,68.844,0.000,0.000,21.000,"",57.830," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,333.20,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,333.200,275.370,333.200,275.370,57.830,1100000428,0,0,0,0.000,0,"00006","0000000042",0,0
0,0,0,1100000503,"6232","SER YOGUR FORT/DESC. SACHE X 1KGS",2.00,1,17,"6232",0.00,1100000503,0.00,1.000,0.000,1,73.015,60.343,90.904,75.127,90.904,75.127,0.000,0.000,21.000,"",31.550," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,181.81,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,181.810,150.260,181.810,150.260,31.550,1100000428,0,0,0,0.000,0,"00006","0000000043",0,0
0,0,0,1100001259,"991","LECHE CINDOR MID X 1 L.",3.00,1,12,"991",0.00,1100001259,0.00,1.000,0.000,1,81.647,67.477,101.651,84.009,101.651,84.009,0.000,0.000,21.000,"",52.930," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,304.95,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,304.950,252.020,304.950,252.020,52.930,0,0,0,0,0.000,0,"00006","0000000044",0,0
0,0,0,1100000079,"198","CHOC.CINDOR T.BRICK X 250CM.",3.00,1,24,"198",0.00,1100000079,0.00,0.250,0.000,1,39.513,32.655,49.193,40.655,49.193,40.655,0.000,0.000,21.000,"",25.610," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,147.58,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,147.580,121.970,147.580,121.970,25.610,0,0,0,0,0.000,0,"00006","0000000045",0,0
0,0,0,1100001300,"5316","DANETTE 95 GR",4.00,1,72,"5316",0.00,1100001300,0.00,0.190,0.000,1,22.466,18.567,27.958,23.106,27.958,23.106,0.000,0.000,21.000,"",19.410," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,111.83,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,111.830,92.420,111.830,92.420,19.410,1100000429,0,0,0,0.000,0,"00006","0000000046",0,0
0,0,0,1100000064,"5333","YOGURISIMO GO F. BOTELLITA X185GR",3.00,1,35,"5333",0.00,1100000064,0.00,0.190,0.000,1,37.591,31.067,46.800,38.678,46.800,38.678,0.000,0.000,21.000,"",24.370," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,140.40,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,140.400,116.030,140.400,116.030,24.370,1100001539,0,0,0,0.000,0,"00006","0000000047",0,0
0,0,0,1100001071,"9332","YOGUR SER LIBRE FORT BOT  185GS",3.00,1,35,"9332",0.00,1100001071,0.00,0.200,0.000,1,37.591,31.067,46.800,38.678,46.800,38.678,0.000,0.000,21.000,"",24.370," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,140.40,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,140.400,116.030,140.400,116.030,24.370,1100001539,0,0,0,0.000,0,"00006","0000000048",0,0
0,0,0,1100000036,"102","SER C/COLCHON DE FRUTAS X 190G",3.00,1,20,"102",0.00,1100000036,0.00,0.190,0.000,1,47.784,39.491,59.491,49.166,59.491,49.166,0.000,0.000,21.000,"",30.970," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,178.47,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,178.470,147.500,178.470,147.500,30.970,1100001535,0,0,0,0.000,0,"00006","0000000049",0,0
0,0,0,1200001723,"9955","YOGURT SER C/CEREALES BERRIES",4.00,1,20,"9955",0.00,1200001723,0.00,0.160,0.000,1,50.981,42.133,63.472,52.456,63.472,52.456,0.000,0.000,21.000,"",44.060," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,253.89,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,253.890,209.830,253.890,209.830,44.060,1100000429,0,0,0,0.000,0,"00006","0000000050",0,0
0,0,0,1100000095,"4838","SALCHICHA VIENA X 6 FELA",6.00,1,24,"4838",0.00,1100000095,0.00,0.204,0.000,1,30.546,25.245,37.232,30.770,37.232,30.770,0.000,0.000,21.000,"",38.770," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,223.39,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,223.390,184.620,223.390,184.620,38.770,0,0,0,0,0.000,0,"00006","0000000051",0,0
0,0,0,1100001751,"3491","LECHE LS ULTRA DESCREMADA 1% SACHET 1L",5.00,1,17,"3491",0.00,1100001751,0.00,1.000,0.000,1,45.210,37.364,55.383,45.771,55.383,45.771,0.000,0.000,21.000,"",48.060," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0,0,0.00,276.92,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,276.920,228.860,276.920,228.860,48.060,1100000428,0,0,0,0.000,0,"00006","0000000052",0,0
