Fecha / Hora Mov.;Concepto;Importe;Comentarios;Saldo Parcial
31/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.72;;39519418.15
31/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.48;;39519417.67
31/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.81;;39519415.86
31/01/2023;GRAVAMEN LEY 25413 S/DEB;-15.24;;39519400.62
31/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.41;;39519399.21
31/01/2023;GRAVAMEN LEY 25413 S/DEB;-6.19;;39519393.02
31/01/2023;GRAVAMEN LEY 25413 S/DEB;-9.95;;39519383.07
31/01/2023;GRAVAMEN LEY 25413 S/DEB;-3.70;;39519379.37
31/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.88;;39519378.49
31/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.89;;39519375.60
31/01/2023;REG.REC.SIRCREB;-291.58;;39611956.64
31/01/2023;GRAVAMEN LEY 25413 S/CRED;-279.93;;39611676.71
31/01/2023;REG.REC.SIRCREB;-653.17;;39611023.54
31/01/2023;GRAVAMEN LEY 25413 S/CRED;-146.54;;39610877.00
31/01/2023;REG.REC.SIRCREB;-341.92;;39610535.08
31/01/2023;GRAVAMEN LEY 25413 S/CRED;-15.47;;39610519.61
31/01/2023;REG.REC.SIRCREB;-36.11;;39610483.50
31/01/2023;REG.REC.SIRCREB;-162.18;;39552218.35
31/01/2023;GRAVAMEN LEY 25413 S/CRED;-89.41;;39552128.94
31/01/2023;REG.REC.SIRCREB;-208.63;;39551920.31
31/01/2023;GRAVAMEN LEY 25413 S/CRED;-781.62;;39551138.69
31/01/2023;REG.REC.SIRCREB;-1823.77;;39549314.92
31/01/2023;GRAVAMEN LEY 25413 S/CRED;-226.22;;39549088.70
31/01/2023;REG.REC.SIRCREB;-527.84;;39548560.86
31/01/2023;GRAVAMEN LEY 25413 S/CRED;-158.83;;39548402.03
31/01/2023;REG.REC.SIRCREB;-370.61;;39548031.42
31/01/2023;GRAVAMEN LEY 25413 S/CRED;-38.11;;39547993.31
31/01/2023;REG.REC.SIRCREB;-88.91;;39547904.40
31/01/2023;GRAVAMEN LEY 25413 S/CRED;-205.20;;39547699.20
31/01/2023;REG.REC.SIRCREB;-478.80;;39547220.40
31/01/2023;GRAVAMEN LEY 25413 S/CRED;-313.21;;39546907.19
31/01/2023;REG.REC.SIRCREB;-730.81;;39546176.38
31/01/2023;GRAVAMEN LEY 25413 S/DEB;-3145.34;;39543031.04
31/01/2023;GRAVAMEN LEY 25413 S/CRED;-159.99;;39542871.05
31/01/2023;REG.REC.SIRCREB;-373.31;;39542497.74
31/01/2023;GRAVAMEN LEY 25413 S/CRED;-88.98;;39542408.76
31/01/2023;REG.REC.SIRCREB;-207.62;;39542201.14
31/01/2023;GRAVAMEN LEY 25413 S/CRED;-869.47;;39541331.67
31/01/2023;REG.REC.SIRCREB;-2028.75;;39539302.92
31/01/2023;GRAVAMEN LEY 25413 S/CRED;-329.22;;39538973.70
31/01/2023;REG.REC.SIRCREB;-768.18;;39538205.52
31/01/2023;GRAVAMEN LEY 25413 S/CRED;-87.90;;39538117.62
31/01/2023;REG.REC.SIRCREB;-205.09;;39537912.53
31/01/2023;GRAVAMEN LEY 25413 S/CRED;-215.26;;39537697.27
31/01/2023;REG.REC.SIRCREB;-502.28;;39537194.99
31/01/2023;GRAVAMEN LEY 25413 S/CRED;-87.44;;39537107.55
31/01/2023;REG.REC.SIRCREB;-204.04;;39536903.51
31/01/2023;GRAVAMEN LEY 25413 S/CRED;-97.60;;39536805.91
31/01/2023;REG.REC.SIRCREB;-227.73;;39536578.18
31/01/2023;GRAVAMEN LEY 25413 S/CRED;-164.52;;39610318.98
31/01/2023;REG.REC.SIRCREB;-383.88;;39609935.10
31/01/2023;GRAVAMEN LEY 25413 S/CRED;-194.60;;39536383.58
31/01/2023;48HS. BANCOS    000238590;-2032308.60;;37669899.13
31/01/2023;TRANSF. VAR 27242150452;19436.00;;37689335.13
31/01/2023;TRANSF. VAR 23951099619;20827.00;;37710162.13
31/01/2023;TRANSF. VAR 20940074887;46655.00;;37756817.13
31/01/2023;TRANSF. VAR 20376948294;24423.00;;37781240.13
31/01/2023;TRANSF. VAR 20181246473;2579.00;;37783819.13
31/01/2023;TRANSF. VAR 20325885301;27420.00;;37811239.13
31/01/2023;TRANSF. VAR 20240937191;22400.00;;37833639.13
31/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.22;;39519455.75
31/01/2023;TRANSF. VAR 27928875909;16642.09;;37850281.22
31/01/2023;DEP.EFVO.INTERS.         -SUC 3100;1026220.00;;38876501.22
31/01/2023;TRANSF. VAR 23943370184;26752.70;;38903253.92
31/01/2023;TRANSF. VAR 20356009062 CABEZAS JORGE LUIS;17224.23;;38920478.15
31/01/2023;TRANSF. VAR 27227480594;39190.00;;38959668.15
31/01/2023;DEP.EFECTIVO;1040000.00;;39999668.15
31/01/2023;TRANSF. VAR 20340513720;33988.00;;40033656.15
31/01/2023;TRANSF. VAR 27941054574;40868.00;;40074524.15
31/01/2023;TRANSF. FAC 27335783595 HUARACHI JUANA GRACIEL;171293.76;;40245817.91
31/01/2023;TRANSF. FAC 30708754877 PROSUR SA;10946.99;;40256764.90
31/01/2023;TRANSF. VAR 20174987182;18278.00;;40275042.90
31/01/2023;TRANSF. VAR 20291324607;15125.00;;40290167.90
31/01/2023;TRANSF. VAR 27161226950;12886.00;;40303053.90
31/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.53;;39519455.22
31/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.87;;39519452.35
31/01/2023;TRANSF. VAR 20364454857;12184.00;;40315237.90
31/01/2023;TRANSF. VAR 20931152719 CRUZ/FUENTES C;15981.00;;40331218.90
31/01/2023;TRANSF. 30715403524 MERCADOS PATAGONICOS S.R.L;110179.82;;40441398.72
31/01/2023;TRANSF. VAR 27228661827;14275.00;;40455673.72
31/01/2023;TRANSF. VAR 27272554043;17866.00;;40473539.72
31/01/2023;TRANSF. FAC 27315918664 LEPORI, CINTIA ANAHI;24526.75;;40498066.47
31/01/2023;TRANSF. VAR 27439488277;15877.40;;40513943.87
31/01/2023;TRANSF. FAC 30661383034;-608320.67;;39905623.20
31/01/2023;TRANSF. VAR 27947503826;11584.00;;39917207.20
31/01/2023;TRANSF. VAR 27380837973;14902.00;;39932109.20
31/01/2023;GRAVAMEN LEY 25413 S/DEB;-4.38;;39519447.97
31/01/2023;TRANSF. 30714752223 HUARACHI Y VASQUEZ S.H;130269.58;;40062378.78
31/01/2023;TRANSF. FAC 23169263639 KETTE JUAN CARLOS;37703.00;;40100081.78
31/01/2023;TRANSF. FAC 23243612349 OCHOA ADOLFO RAUL;27226.57;;40127308.35
31/01/2023;TRANSF. VAR 27343550842;26472.14;;40153780.49
31/01/2023;TRANSF. VAR 27299200073;6350.94;;40160131.43
31/01/2023;TRANSF. VAR 27960629707;34200.28;;40194331.71
31/01/2023;TRANSF. VAR 20274321912;52201.00;;40246532.71
31/01/2023;TRANSF. FAC 30661383034;-524224.01;;39722308.70
31/01/2023;TRANSF. VAR 27393552927;26665.00;;39748973.70
31/01/2023;TRANSF. VAR 27340494224;14830.00;;39763803.70
31/01/2023;TRANSF. VAR 27252249953;144911.00;;39908714.70
31/01/2023;TRANSF. VAR 27946435711;54870.00;;39963584.70
31/01/2023;TRANSF. VAR 27284146269 CHOROLQUE  ANDREA C;14649.33;;39978234.03
31/01/2023;TRANSF. VAR 20340513720;35877.00;;40014111.03
31/01/2023;TRANSF. VAR 27237891800;14574.00;;40028685.03
31/01/2023;TRANSF. VAR 27333765395;16266.43;;40044951.46
31/01/2023;TRANSF. FAC 20263505140 AIZA OSCAR HUGO;55332.00;;40100283.46
31/01/2023;TRANSF. VAR 20209857074;32433.19;;40132716.65
31/01/2023;TRANSF. VAR 20371728717;5690.00;;40138406.65
31/01/2023;TRANSF. VAR 27146673037;21527.00;;40159933.65
31/01/2023;TRANSF. VAR 20389358046;181446.34;;40341379.99
31/01/2023;TRANSF. FAC 27326947240 FARIAS  CRISTINA S;16829.39;;40358209.38
31/01/2023;TRANSF. VAR 27228661169 VAZQUEZ, ROSSANA CARIN;73730.12;;40431939.50
31/01/2023;TRANSF. VAR 27228661169 VAZQUEZ, ROSSANA CARIN;118464.83;;40550404.33
31/01/2023;TRANSF. VAR 20259482713;44028.00;;40594432.33
31/01/2023;DEB.TRAN.INTERB          -LINK;-979325.58;;39615106.75
31/01/2023;DEB.TRAN.INTERB          -LINK;-35000.00;;39580106.75
31/01/2023;TRANSF.INT.DIST.TITULAR  -LINK;10424.50;;39590531.25
31/01/2023;TRANSF. VAR 27427094389;34424.50;;39624955.75
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-3.38;;39702618.91
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.85;;39702618.06
30/01/2023;48HS. BANCOS    000238587;-2752697.90;;36089474.44
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-435.56;;39801343.63
30/01/2023;REG.REC.SIRCREB;-1016.30;;39800327.33
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-53.36;;39800273.97
30/01/2023;REG.REC.SIRCREB;-124.50;;39800149.47
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-92.61;;39800056.86
30/01/2023;REG.REC.SIRCREB;-216.09;;39799840.77
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-86.53;;39799754.24
30/01/2023;REG.REC.SIRCREB;-201.90;;39799552.34
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-61.07;;39799491.27
30/01/2023;REG.REC.SIRCREB;-142.50;;39799348.77
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-41.99;;39799306.78
30/01/2023;REG.REC.SIRCREB;-97.98;;39799208.80
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-5890.21;;39793318.59
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-180.58;;39793138.01
30/01/2023;REG.REC.SIRCREB;-421.36;;39792716.65
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-678.80;;39792037.85
30/01/2023;REG.REC.SIRCREB;-1583.86;;39790453.99
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-648.07;;39789805.92
30/01/2023;REG.REC.SIRCREB;-1512.15;;39788293.77
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-182.21;;39788111.56
30/01/2023;REG.REC.SIRCREB;-425.17;;39787686.39
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-42.44;;39787643.95
30/01/2023;REG.REC.SIRCREB;-99.02;;39787544.93
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-325.53;;39787219.40
30/01/2023;REG.REC.SIRCREB;-759.57;;39786459.83
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-1744.44;;39784715.39
30/01/2023;REG.REC.SIRCREB;-4070.36;;39780645.03
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-17412.42;;39763232.61
30/01/2023;REG.REC.SIRCREB;-40628.98;;39722603.63
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-2490.21;;39720113.42
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-127.10;;39719986.32
30/01/2023;REG.REC.SIRCREB;-296.56;;39719689.76
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-111.05;;39719578.71
30/01/2023;REG.REC.SIRCREB;-259.11;;39719319.60
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-36.00;;39719283.60
30/01/2023;REG.REC.SIRCREB;-84.00;;39719199.60
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-1179.27;;39718020.33
30/01/2023;REG.REC.SIRCREB;-2751.64;;39715268.69
30/01/2023;REG.REC.SIRCREB;-823.90;;39710970.21
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-283.99;;39710686.22
30/01/2023;REG.REC.SIRCREB;-662.63;;39710023.59
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-3349.47;;39706674.12
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-1200.00;;39705474.12
30/01/2023;REG.REC.SIRCREB;-2800.00;;39702674.12
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.49;;39702673.63
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.50;;39702671.13
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.52;;39702668.61
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-8.30;;39702660.31
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-5.54;;39702654.77
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-8.43;;39702646.34
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.41;;39702644.93
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.66;;39702644.27
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.52;;39702641.75
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-4.46;;39702637.29
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.19;;39702637.10
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.19;;39702635.91
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.56;;39702634.35
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.29;;39702634.06
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.94;;39702633.12
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-0.50;;39702632.62
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.33;;39702631.29
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-5.76;;39702625.53
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-2.07;;39702623.46
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-1.17;;39702622.29
30/01/2023;TRANSF. VAR 20317960477;12492.00;;37284795.82
30/01/2023;TRANSF. VAR 27241428333;23663.00;;37308458.82
30/01/2023;TRANSF. VAR 20329546218;72593.00;;37381051.82
30/01/2023;TRANSF. VAR 27946162081;8892.55;;37389944.37
30/01/2023;TRANSF. VAR 23936887929;15434.76;;37405379.13
30/01/2023;TRANSF. VAR 23138239144;14421.57;;37419800.70
30/01/2023;TRANSF. VAR 20325783061;10178.39;;37429979.09
30/01/2023;TRANSF. VAR 20415276924;6998.52;;37436977.61
30/01/2023;TRANSF. FAC 30648060846;-981701.92;;36455275.69
30/01/2023;TRANSF. VAR 27958130770 LUSINDA APARICIO HUANC;30097.00;;36485372.69
30/01/2023;TRANSF. VAR 30714752223;113133.19;;36598505.88
30/01/2023;TRANSF. VAR 27145141880;108010.95;;36706516.83
30/01/2023;TRANSF. VAR 20380932815;30369.00;;36736885.83
30/01/2023;TRANSF. VAR 27261218742;7073.00;;36743958.83
30/01/2023;TRANSF. VAR 20190786499;54254.97;;36798213.80
30/01/2023;CR. TR. FACTURAS-FAC     -SUC 0001;290739.98;;37088953.78
30/01/2023;DEP.EFVO.INTERS.         -SUC 3100;2902070.00;;39991023.78
30/01/2023;TRANSF. FAC 30700238357;-415035.27;;39575988.51
30/01/2023;TRANSF. FAC 20263505140 AIZA OSCAR HUGO;4070.00;;40400920.55
30/01/2023;DEB.TRAN.INTERB          -LINK;-558245.49;;39842675.06
30/01/2023;TRANSF. FAC;200000.00;;40042675.06
30/01/2023;AJUSTE RED LINK;-200000.00;;39842675.06
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-16516.19;;39826158.87
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-35.25;;39826123.62
30/01/2023;REG.REC.SIRCREB;-82.25;;39826041.37
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-178.75;;39825862.62
30/01/2023;REG.REC.SIRCREB;-417.09;;39825445.53
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-180.00;;39825265.53
30/01/2023;REG.REC.SIRCREB;-420.00;;39824845.53
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-593.14;;39824252.39
30/01/2023;REG.REC.SIRCREB;-1383.98;;39822868.41
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-396.05;;39822472.36
30/01/2023;REG.REC.SIRCREB;-924.11;;39821548.25
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-602.29;;39820945.96
30/01/2023;REG.REC.SIRCREB;-1405.35;;39819540.61
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-100.84;;39819439.77
30/01/2023;REG.REC.SIRCREB;-235.30;;39819204.47
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-47.44;;39819157.03
30/01/2023;REG.REC.SIRCREB;-110.68;;39819046.35
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-179.97;;39818866.38
30/01/2023;REG.REC.SIRCREB;-419.94;;39818446.44
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-318.38;;39818128.06
30/01/2023;REG.REC.SIRCREB;-742.88;;39817385.18
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-13.76;;39817371.42
30/01/2023;REG.REC.SIRCREB;-32.12;;39817339.30
30/01/2023;TRANSF. VAR 20261218128;21182.80;;39597171.31
30/01/2023;GRAVAMEN LEY 25413 S/DEB;-707.78;;39714560.91
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-108.34;;39714452.57
30/01/2023;REG.REC.SIRCREB;-252.80;;39714199.77
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-29.29;;39714170.48
30/01/2023;REG.REC.SIRCREB;-68.33;;39714102.15
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-32.24;;39714069.91
30/01/2023;REG.REC.SIRCREB;-75.22;;39713994.69
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-247.07;;39713747.62
30/01/2023;REG.REC.SIRCREB;-576.51;;39713171.11
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-61.01;;39713110.10
30/01/2023;REG.REC.SIRCREB;-142.35;;39712967.75
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-246.16;;39712721.59
30/01/2023;REG.REC.SIRCREB;-574.38;;39712147.21
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-353.10;;39711794.11
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-74.95;;39802427.34
30/01/2023;REG.REC.SIRCREB;-174.89;;39802252.45
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-141.98;;39802110.47
30/01/2023;REG.REC.SIRCREB;-331.28;;39801779.19
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-111.67;;39816943.93
30/01/2023;REG.REC.SIRCREB;-260.57;;39816683.36
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-20.70;;39816662.66
30/01/2023;REG.REC.SIRCREB;-48.30;;39816614.36
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-67.03;;39816547.33
30/01/2023;REG.REC.SIRCREB;-156.39;;39816390.94
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-36.00;;39816354.94
30/01/2023;REG.REC.SIRCREB;-84.00;;39816270.94
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-94.89;;39816176.05
30/01/2023;REG.REC.SIRCREB;-221.41;;39815954.64
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-411.13;;39815543.51
30/01/2023;REG.REC.SIRCREB;-959.31;;39814584.20
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-148.01;;39814436.19
30/01/2023;REG.REC.SIRCREB;-345.35;;39814090.84
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-83.41;;39814007.43
30/01/2023;REG.REC.SIRCREB;-194.63;;39813812.80
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-241.16;;39813571.64
30/01/2023;REG.REC.SIRCREB;-562.70;;39813008.94
30/01/2023;GRAVAMEN LEY 25413 S/CRED;-60.71;;39812948.23
30/01/2023;REG.REC.SIRCREB;-141.67;;39812806.56
