id,idmaopera,idcabeza,idarticulo,codigo,nombre,cantidad,univenta,unibulto,oricod,cantorig,idoriginal,sdocant,kilos,volumen,listaprecio,precosto,precostosiva,preunita,preunitasiva,prearti,preartisiva,interno,despor,tasaiva,switch,ivauni,alcohol,perceibruto,nofactura,espromocion,iddeposito,oferfecha,oferbonif,oferbonifcant,idfrio,pesable,escambio,stock,total,idcuerfac,desctociva,desctosiva,registro,idfuerzavta,codvalido,idcabeunifica,idprodpromo,idprodregalo,cada,entrega,internofin,idctavta,uniciva,unisiva,uniciva2,unisiva2,ivauni2,idenvase,idprodgenera,hojaactual,bondigitada,cantkilos,comprome,idope,idcuerpo
0,0,0,1100000410,"6012","YOGUR FIRME FORTIF. C/H X 190G",10.00,1,20,"6012",0.00,1100000410,0.00,0.190,0.000,1,9.557,7.898,11.893,9.829,11.893,9.829,0.000,0.000,21.000,"",20.640," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,118.93,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,118.930,98.290,118.930,98.290,20.640,1100000429,0,0,0,0.000,0,"00002","0000000011"
0,0,0,1100001123,"6512","YOGURISIMO FIRME FORT 190GS",10.00,1,20,"6512",0.00,1100001123,0.00,0.190,0.000,1,9.557,7.898,11.893,9.829,11.893,9.829,0.000,0.000,21.000,"",20.640," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,118.93,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,118.930,98.290,118.930,98.290,20.640,1100000429,0,0,0,0.000,0,"00002","0000000012"
0,0,0,1100000036,"102","SER C/COLCHON DE FRUTAS X 190G",20.00,1,20,"102",0.00,1100000036,0.00,0.190,0.000,1,15.930,13.165,19.813,16.374,19.813,16.374,0.000,0.000,21.000,"",68.770," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,396.26,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,396.260,327.490,396.260,327.490,68.770,1100000429,0,0,0,0.000,0,"00002","0000000013"
0,0,0,1100001277,"9105","YOGUR SER DESC JOYFUL C/FRT X 125GS",4.00,1,12,"9105",0.00,1100001277,0.00,0.195,0.000,1,17.193,14.209,21.401,17.687,21.401,17.687,0.000,0.000,21.000,"",14.860," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,85.60,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,85.600,70.740,85.600,70.740,14.860,1100000429,0,0,0,0.000,0,"00002","0000000014"
0,0,0,1100000026,"6130","YOGURISIMO C/CEREALES X 166GRS",6.00,1,20,"6130",0.00,1100000026,0.00,0.166,0.000,1,14.007,11.576,17.435,14.409,17.435,14.409,0.000,0.000,21.000,"",18.160," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,104.61,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,104.610,86.450,104.610,86.450,18.160,1100000429,0,0,0,0.000,0,"00003","0000000015"
0,0,0,1100000929,"499","YOGUR SER COLCHON FRU-MOR C/CER 173G",5.00,1,20,"499",0.00,1100000929,0.00,0.173,0.000,1,19.103,15.788,23.784,19.656,23.784,19.656,0.000,0.000,21.000,"",20.640," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,118.92,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,118.920,98.280,118.920,98.280,20.640,1100000429,0,0,0,0.000,0,"00003","0000000016"
0,0,0,1100001492,"9993","YOGUR SER C/CEREAL 181 GRS",3.00,1,20,"9993",0.00,1100001492,0.00,0.181,0.000,1,14.007,11.576,17.437,14.411,17.437,14.411,0.000,0.000,21.000,"",9.080," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,52.31,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,52.310,43.230,52.310,43.230,9.080,1100000429,0,0,0,0.000,0,"00003","0000000017"
0,0,0,1100001277,"9105","YOGUR SER DESC JOYFUL C/FRT X 125GS",4.00,1,12,"9105",0.00,1100001277,0.00,0.195,0.000,1,17.193,14.209,21.401,17.687,21.401,17.687,0.000,0.000,21.000,"",14.860," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,85.60,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,85.600,70.740,85.600,70.740,14.860,1100000429,0,0,0,0.000,0,"00003","0000000018"
0,0,0,1100000036,"102","SER C/COLCHON DE FRUTAS X 190G",3.00,1,20,"102",0.00,1100000036,0.00,0.190,0.000,1,15.930,13.165,19.813,16.374,19.813,16.374,0.000,0.000,21.000,"",10.320," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,59.44,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,59.440,49.120,59.440,49.120,10.320,1100000429,0,0,0,0.000,0,"00003","0000000019"
0,0,0,1100001123,"6512","YOGURISIMO FIRME FORT 190GS",4.00,1,20,"6512",0.00,1100001123,0.00,0.190,0.000,1,9.557,7.898,11.893,9.829,11.893,9.829,0.000,0.000,21.000,"",8.260," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,47.57,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,47.570,39.310,47.570,39.310,8.260,1100000429,0,0,0,0.000,0,"00003","0000000020"
0,0,0,1100000410,"6012","YOGUR FIRME FORTIF. C/H X 190G",4.00,1,20,"6012",0.00,1100000410,0.00,0.190,0.000,1,9.557,7.898,11.893,9.829,11.893,9.829,0.000,0.000,21.000,"",8.260," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,47.57,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,47.570,39.310,47.570,39.310,8.260,1100000429,0,0,0,0.000,0,"00003","0000000021"
0,0,0,1100000362,"530","POSTRE DANETTE PACK X 190 GRS.",2.00,1,36,"530",0.00,1100000362,0.00,0.190,0.000,1,19.740,16.314,24.565,20.302,24.565,20.302,0.000,0.000,21.000,"",8.530," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,49.13,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,49.130,40.600,49.130,40.600,8.530,1100000429,0,0,0,0.000,0,"00003","0000000022"
0,0,0,1100000554,"6423","YOGURISIMO FORT ENT SACHET 1.300KS.",4.00,1,12,"6423",0.00,1100000554,0.00,1.300,0.000,1,24.838,20.527,30.923,25.556,30.923,25.556,0.000,0.000,21.000,"",21.470," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,123.69,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,123.690,102.220,123.690,102.220,21.470,1100000428,0,0,0,0.000,0,"00003","0000000023"
0,0,0,1100001259,"991","LECHE CINDOR MID X 1 L.",2.00,1,12,"991",0.00,1100001259,0.00,1.000,0.000,1,32.521,26.877,40.489,33.462,40.489,33.462,0.000,0.000,21.000,"",14.050," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,80.98,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,80.980,66.930,80.980,66.930,14.050,0,0,0,0,0.000,0,"00003","0000000024"
0,0,0,1100000289,"65","CASAMCREM REGULAR X 330GS",2.00,1,12,"65",0.00,1100000289,0.00,0.310,0.000,1,28.660,23.686,35.682,29.489,35.682,29.489,0.000,0.000,21.000,"",12.380," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,71.36,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,71.360,58.980,71.360,58.980,12.380,1100000429,0,0,0,0.000,0,"00003","0000000025"
0,0,0,1100000029,"71","CASANCREM LIGHT X 330 GS",2.00,1,12,"71",0.00,1100000029,0.00,0.310,0.000,1,28.660,23.686,35.682,29.489,35.682,29.489,0.000,0.000,21.000,"",12.380," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,71.36,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,71.360,58.980,71.360,58.980,12.380,1100000429,0,0,0,0.000,0,"00003","0000000026"
0,0,0,1100000064,"5333","YOGURISIMO GO F. BOTELLITA X185GR",2.00,1,35,"5333",0.00,1100000064,0.00,0.190,0.000,1,12.734,10.524,15.855,13.103,15.855,13.103,0.000,0.000,21.000,"",5.500," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,31.71,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,31.710,26.210,31.710,26.210,5.500,1100001517,0,0,0,0.000,0,"00003","0000000027"
0,0,0,1100000443,"6430","DANONINO BEBIBLE /F BOT. X 185GR",4.00,1,35,"6430",0.00,1100000443,0.00,0.190,0.000,1,15.293,12.639,19.041,15.736,19.041,15.736,0.000,0.000,21.000,"",13.220," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,76.16,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,76.160,62.940,76.160,62.940,13.220,1100001517,0,0,0,0.000,0,"00003","0000000028"
0,0,0,1100000383,"94","DANONINO A/LAC PACK X 140G",2.00,1,36,"94",0.00,1100000383,0.00,0.140,0.000,1,14.007,11.576,17.434,14.408,17.434,14.408,0.000,0.000,21.000,"",6.050," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,34.87,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,34.870,28.820,34.870,28.820,6.050,1100000429,0,0,0,0.000,0,"00003","0000000029"
0,0,0,1100001089,"9425","ACTICIA PACK ENT X 500 GS",2.00,1,12,"9425",0.00,1100001089,0.00,0.500,0.000,1,42.690,35.281,53.149,43.925,53.149,43.925,0.000,0.000,21.000,"",18.450," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,106.30,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,106.300,87.850,106.300,87.850,18.450,1100000429,0,0,0,0.000,0,"00003","0000000030"
0,0,0,1100001121,"9908","YOG. ENT FORT. FIRME FORTIFICADO 500 GS",4.00,1,12,"9908",0.00,1100001121,0.00,0.500,0.500,1,10.701,8.844,13.270,10.967,13.270,10.967,0.000,0.000,21.000,"",9.210," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,53.08,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,53.080,43.870,53.080,43.870,9.210,1100000429,0,0,0,0.000,0,"00003","0000000031"
0,0,0,1100000614,"4879","PATE DE FOIE PALADINI X 24 UND",12.00,1,24,"4879",0.00,1100000614,0.00,0.090,0.000,1,5.826,4.815,7.077,5.849,7.077,5.849,0.000,0.000,21.000,"",14.740," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,84.92,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,84.920,70.180,84.920,70.180,14.740,0,0,0,0,0.000,0,"00003","0000000032"
0,0,0,1100000458,"4880","PICADILLO DE CARNE PAL X 24UNI",12.00,1,24,"4880",0.00,1100000458,0.00,0.090,0.000,1,5.826,4.815,7.077,5.849,7.077,5.849,0.000,0.000,21.000,"",14.740," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,84.92,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,84.920,70.180,84.920,70.180,14.740,0,0,0,0,0.000,0,"00003","0000000033"
0,0,0,1100001027,"1088","LECHE LS UAT ENTER VIT B9 BRICK X 1L.",6.00,1,12,"1088",0.00,1100001027,0.00,1.000,0.000,1,19.174,15.846,23.487,19.411,23.487,19.411,0.000,0.000,21.000,"",24.460," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,140.92,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,140.920,116.460,140.920,116.460,24.460,0,0,0,0,0.000,0,"00003","0000000034"
0,0,0,1100000439,"448","LECHE LS ENT.FORT.ACD SACH  1L",6.00,1,16,"448",0.00,1100000439,0.00,1.000,0.000,1,14.601,12.067,17.814,14.722,17.814,14.722,0.000,0.000,21.000,"",18.550," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,106.88,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,106.880,88.330,106.880,88.330,18.550,1100000428,0,0,0,0.000,0,"00003","0000000035"
0,0,0,1100001344,"491","LECHE LS  ULTRA DESC FORT VIT SAC X 1L",8.00,1,16,"491",0.00,1100001344,0.00,1.000,0.000,1,14.601,12.067,17.814,14.722,17.814,14.722,0.000,0.000,21.000,"",24.730," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,142.51,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,142.510,117.780,142.510,117.780,24.730,1100000428,0,0,0,0.000,0,"00003","0000000036"
0,0,0,1100000140,"328","RALLADO L.S. SACHET 40 GRS.",10.00,1,90,"328",0.00,1100000140,0.00,0.040,0.000,1,11.230,9.281,13.709,11.330,13.709,11.330,0.000,0.000,21.000,"",23.790," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,137.09,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,137.090,113.300,137.090,113.300,23.790,1100000429,0,0,0,0.000,0,"00004","0000000037"
0,0,0,1100000800,"219","QUESO LS RALLADO BOLSA 80 GRS.",6.00,1,112,"219",0.00,1100000800,0.00,0.800,0.000,1,19.542,16.150,23.839,19.702,23.839,19.702,0.000,0.000,21.000,"",24.820," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,143.03,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,143.030,118.210,143.030,118.210,24.820,1100000429,0,0,0,0.000,0,"00004","0000000038"
0,0,0,1100000439,"448","LECHE LS ENT.FORT.ACD SACH  1L",10.00,1,16,"448",0.00,1100000439,0.00,1.000,0.000,1,14.601,12.067,17.814,14.722,17.814,14.722,0.000,0.000,21.000,"",30.920," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,178.14,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,178.140,147.220,178.140,147.220,30.920,1100000428,0,0,0,0.000,0,"00004","0000000039"
0,0,0,1100000917,"847","MORTADELA GJA IRIS FAMILIAR 300 GS",2.00,1,30,"847",0.00,1100000917,0.00,0.300,0.000,1,25.105,20.748,30.753,25.416,30.753,25.416,0.000,0.000,21.000,"",10.680," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,61.51,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,61.510,50.830,61.510,50.830,10.680,0,0,0,0,0.000,0,"00004","0000000040"
0,0,0,1100000586,"4822","MORTADELA FAMILIAR X 300GS",2.00,1,16,"4822",0.00,1100000586,0.00,0.300,0.000,1,24.626,20.352,30.290,25.033,30.290,25.033,0.000,0.000,21.000,"",10.510," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,60.58,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,60.580,50.070,60.580,50.070,10.510,0,0,0,0,0.000,0,"00004","0000000041"
0,0,0,1100001434,"67","DCE LS DE LECHE REPOST  P. 400GS",2.00,1,12,"67",0.00,1100001434,0.00,0.400,0.000,1,25.956,21.451,31.763,26.250,31.763,26.250,0.000,0.000,21.000,"",11.030," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,63.53,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,63.530,52.500,63.530,52.500,11.030,1100000429,0,0,0,0.000,0,"00004","0000000042"
0,0,0,1100000549,"406","DCE L.S. COLONIAL LECHE X 400G",4.00,1,12,"406",0.00,1100000549,0.00,0.400,0.000,1,22.108,18.271,27.073,22.374,27.073,22.374,0.000,0.000,21.000,"",18.790," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,108.29,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,108.290,89.500,108.290,89.500,18.790,1100000429,0,0,0,0.000,0,"00004","0000000043"
0,0,0,1100000036,"102","SER C/COLCHON DE FRUTAS X 190G",3.00,1,20,"102",0.00,1100000036,0.00,0.190,0.000,1,15.930,13.165,19.813,16.374,19.813,16.374,0.000,0.000,21.000,"",10.320," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,59.44,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,59.440,49.120,59.440,49.120,10.320,1100000429,0,0,0,0.000,0,"00004","0000000044"
0,0,0,1100000026,"6130","YOGURISIMO C/CEREALES X 166GRS",6.00,1,20,"6130",0.00,1100000026,0.00,0.166,0.000,1,14.007,11.576,17.435,14.409,17.435,14.409,0.000,0.000,21.000,"",18.160," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,104.61,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,104.610,86.450,104.610,86.450,18.160,1100000429,0,0,0,0.000,0,"00004","0000000045"
0,0,0,1100000608,"160","QUESO LS CREMON D/CREM H. 3KGS",1.00,1,6,"160",0.00,1100000608,0.00,3.250,0.000,1,104.225,86.136,127.154,105.086,127.154,105.086,0.000,0.000,21.000,"",0.000," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,1,0,0.00,0.00,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0,"00004","0000000046"
0,0,0,1100000095,"4838","SALCHICHA VIENA X 6 FELA",6.00,1,24,"4838",0.00,1100000095,0.00,0.204,0.000,1,11.662,9.638,14.193,11.730,14.193,11.730,0.000,0.000,21.000,"",14.780," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,85.16,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,85.160,70.380,85.160,70.380,14.780,0,0,0,0,0.000,0,"00004","0000000047"
0,0,0,1100000018,"260","SALCHICHAS VIENA X 6 UNIDADES.",3.00,1,50,"260",0.00,1100000018,0.00,0.260,0.000,1,15.937,13.171,19.498,16.114,19.498,16.114,0.000,0.000,21.000,"",10.150," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,58.49,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,58.490,48.340,58.490,48.340,10.150,1100000429,0,0,0,0.000,0,"00004","0000000048"
0,0,0,1100000362,"530","POSTRE DANETTE PACK X 190 GRS.",2.00,1,36,"530",0.00,1100000362,0.00,0.190,0.000,1,19.740,16.314,24.565,20.302,24.565,20.302,0.000,0.000,21.000,"",8.530," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,49.13,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,49.130,40.600,49.130,40.600,8.530,1100000429,0,0,0,0.000,0,"00004","0000000049"
0,0,0,1100001401,"5315","FLAN DANETTE 190 GS.",3.00,1,24,"5315",0.00,1100001401,0.00,0.190,0.000,1,18.467,15.262,22.982,18.993,22.982,18.993,0.000,0.000,21.000,"",11.970," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,68.95,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,68.950,56.980,68.950,56.980,11.970,1100000429,0,0,0,0.000,0,"00004","0000000050"
0,0,0,1100001123,"6512","YOGURISIMO FIRME FORT 190GS",4.00,1,20,"6512",0.00,1100001123,0.00,0.190,0.000,1,9.557,7.898,11.893,9.829,11.893,9.829,0.000,0.000,21.000,"",8.260," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,47.57,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,47.570,39.310,47.570,39.310,8.260,1100000429,0,0,0,0.000,0,"00004","0000000051"
0,0,0,1100001110,"1643","RICOTTA LS ENTERA BAJA SODIO SACHET 500G",10.00,1,18,"1643",0.00,1100001110,0.00,0.500,0.000,1,33.530,27.711,41.050,33.926,41.050,33.926,0.000,0.000,21.000,"",71.240," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,410.50,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,410.500,339.260,410.500,339.260,71.240,1100000429,0,0,0,0.000,0,"00005","0000000052"
0,0,0,1100000439,"448","LECHE LS ENT.FORT.ACD SACH  1L",8.00,1,16,"448",0.00,1100000439,0.00,1.000,0.000,1,14.601,12.067,17.814,14.722,17.814,14.722,0.000,0.000,21.000,"",24.730," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,142.51,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,142.510,117.780,142.510,117.780,24.730,1100000428,0,0,0,0.000,0,"00006","0000000053"
0,0,0,1100000362,"530","POSTRE DANETTE PACK X 190 GRS.",3.00,1,36,"530",0.00,1100000362,0.00,0.190,0.000,1,19.740,16.314,24.565,20.302,24.565,20.302,0.000,0.000,21.000,"",12.790," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,73.70,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,73.700,60.910,73.700,60.910,12.790,1100000429,0,0,0,0.000,0,"00006","0000000054"
