;19;SISEM S.R.L.;CASTELLI;124;;;1;Bahia Blanca;Buenos Aires;555275;1;Resp. Inscripto;007-0382528;30664736175;A;1;0;Sin Especificar;;;0;;2;;
;20;SUR SANTAFESINO S.R.L.;BELGRANO;962;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;021-9358342;30549323584;A;1;0;Sin Especificar;;;0;;2;;
;21;EDGARDO J. VITTORI S.R.L.;25 DE MAYO;74;;;1;Bahia Blanca;Buenos Aires;24256-FAX49438;1;Resp. Inscripto;902-8879626;33598506189;A;2;0;Sin Especificar;;;0;;2;;
;22;FCO. VILLA OLGA S.A. (NO);RUTA;3(SUR);KM.;;1;Bahia Blanca;Buenos Aires;T/FAX 6094/6113;1;Resp. Inscripto;902-8884545;30606054633;A;1;0;Sin Especificar;;;0;;2;;
;23;GARMENDIA HNOS. S.A.C.I.I.Y.A;25 DE MAYO;263;;;1;Bahia Blanca;Buenos Aires;97212/97340;1;Resp. Inscripto;092-8200010;30542473459;A;1;0;Sin Especificar;;;0;;2;;
;24;EL HORNERO S.C.;LAMADRID;1030;;;1;Bahia Blanca;Buenos Aires;7352395/FX2399;1;Resp. Inscripto;921-7403715;30585131942;A;3;0;Sin Especificar;;;0;;2;;
;25;VIÑUELA Y CIA SCA;BRANDSEN Y SAN LORENZO;;;;1;Bahia Blanca;Buenos Aires;552762;1;Resp. Inscripto;007-0026877;30529178316;A;5;0;Sin Especificar;;;1;78;2;0;
;26;TORNERIA GARMENDIA;BRAVARD;1231;;;1;Bahia Blanca;Buenos Aires;41278;1;Resp. Inscripto;24BHH0543947;24054394728;A;0;0;Sin Especificar;;;0;;2;;
;27;BANHAM S.A.;PERU;475;;;1;Bahia Blanca;Buenos Aires;T.FAX 5717606/9;1;Resp. Inscripto;13107004;30500820787;A;1;0;Sin Especificar;;;0;;2;;
;28;LA CABANA S.C.;DON BOSCO;2695;;;1;Bahia Blanca;Buenos Aires;4887400;1;Resp. Inscripto;20054267658;20054267658;A;1;0;Sin Especificar;;;0;;2;;
;29;DAYCO INDUSTRIAL;NEUQUEN;726;;;1;Bahia Blanca;Buenos Aires;T/FAX;1;Resp. Inscripto;902-8655687;30557653143;A;0;0;Sin Especificar;;;0;;2;;
;30;CASA RUDY;BROWN;980;;;1;Bahia Blanca;Buenos Aires;T/FAX;1;Resp. Inscripto;902-8657157;20054585196;A;0;0;Sin Especificar;;;0;;2;;
;31;QUIMICA DICA;OCAMPO;123;;;1;Bahia Blanca;Buenos Aires;6505774;1;Resp. Inscripto;070-0130032;30574439937;A;1;0;Sin Especificar;;;0;;2;;
;32;IMPRENTA LENZU;DON BOSCO;1051;;;1;Bahia Blanca;Buenos Aires;T/FAX 4540027;1;Resp. Inscripto;007-074029;30564620781;A;1;0;Sin Especificar;;;1;78;2;0;
;33;PALUMBO E HIJO S.R.L.;ING. LUIGGI;1336;;;1;Bahia Blanca;Buenos Aires;T/FAX 44069;1;Resp. Inscripto;007-0169396;33580310589;A;0;0;Sin Especificar;;;0;;2;;
;34;OCOMA ( ORG. COM. MAY.);PJE OMBU;460/466;;;1;Bahia Blanca;Buenos Aires;34149;1;Resp. Inscripto;007-0394903;20083977982;A;0;0;Sin Especificar;;;0;;2;;
;35;PROQUIM S.R.L.;AVENIDA ARIAS;252;;;1;Bahia Blanca;Buenos Aires;T/FAX 4546956;1;Resp. Inscripto;902-8885259;30613215081;A;2;0;Sin Especificar;;;0;0;2;;
;36;GONZALEZ, DE WENDY GONZALEZ;GARIBALDI;249;;;1;Bahia Blanca;Buenos Aires;37746/40692;1;Resp. Inscripto;007-0390059;27225054474;A;0;0;Sin Especificar;;;0;;2;;
;37;CASA BERNABE S.C.A.;AVENIDA COLON;1162;;;1;Bahia Blanca;Buenos Aires;4565722;1;Resp. Inscripto;902-8656963;33562120799;A;2;0;Sin Especificar;;;1;78;2;5;
;38;EDMUNDO NIEVA Y CIA. Y M.S.R.L.;CASTELLI;636;;;1;Bahia Blanca;Buenos Aires;551013;1;Resp. Inscripto;901-9110171;34559885241;A;0;0;Sin Especificar;;;0;;2;;
;39;TEXTIL 1 AGOSTO;SAN LUIS;2860;;;1;Bahia Blanca;Buenos Aires;35093;1;Resp. Inscripto;021-2295746;30645192472;A;1;0;Sin Especificar;;;0;;2;;
;40;TRANSPORTES AUSTRAL S.A.;NEUQUEN;2461;;;1;Bahia Blanca;Buenos Aires;25071FX34007;1;Resp. Inscripto;007-054001;30537759115;A;2;0;Sin Especificar;;;0;;2;;
;41;FERNANDEZ MARIO;ALMAFUERTE;911;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;33645931549;A;0;0;Sin Especificar;;;0;;2;;
;42;CASPANELLO ROLANDO-M. CONCEPCION;DON BOSCO;1798;;;1;Bahia Blanca;Buenos Aires;4545277;1;Resp. Inscripto;007-0287040;30644070898;A;1;0;Sin Especificar;;;0;0;2;;
;43;DISTRIBUIDORA FER;MATHEU;176;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;007-0334180;27167095440;A;0;0;Sin Especificar;;;0;;2;;
;44;CONSIGNATARIA BRUGNIERE Y ASOC.;25 DE MAYO;215;;;1;Bahia Blanca;Buenos Aires;T/F/35274;1;Resp. Inscripto;79370226;20111600679;A;1;0;Sin Especificar;;;0;0;2;;
;45;CONDICORT S.R.L.;UNANUE;1465;;;1;Bahia Blanca;Buenos Aires;4622-5157;1;Resp. Inscripto;9028812262;30590324700;A;1;0;Sin Especificar;;;0;;2;;
;46;CONO SUR S.A.;AVDA. COLON;650;;;1;Bahia Blanca;Buenos Aires;4515133;1;Resp. Inscripto;9028655984;30558351892;A;1;0;Sin Especificar;;;0;0;2;;
;47;NOLBERTO ITURRIOZ;ALVEAR;680;;;1;Bahia Blanca;Buenos Aires;092791271/88;1;Resp. Inscripto;111007554;20080029730;A;2;0;Sin Especificar;;;0;;2;;
;48;LOS VASCOS CEREALES S.A.;9 DE JULIO;334;;;1;Bahia Blanca;Buenos Aires;940547;1;Resp. Inscripto;1060009253;33588913339;A;2;0;Sin Especificar;;;0;;2;;
;49;FERRETERIA MATOSO;DON BOSCO;934;;;1;Bahia Blanca;Buenos Aires;4523130;1;Resp. Inscripto;7276738;23054278829;A;1;0;Sin Especificar;;;0;0;2;;
;50;JUAN F. SCHENKEL S.R.L.;AV.SAN MARTIN;142;;;1;Bahia Blanca;Buenos Aires;T/F09252258/19;1;Resp. Inscripto;2228200018;30565671932;A;2;0;Sin Especificar;;;0;;2;;
;51;DON RAMIRO (FACTURAR EN 337);RUTA;35;KM;;1;Bahia Blanca;Buenos Aires;47963;1;Resp. Inscripto;27BHH0489794;27048979454;A;1;0;Sin Especificar;;;0;0;2;0;
;52;TALLER NAVAL MALVINAS;MALVINAS;1024;;;1;Bahia Blanca;Buenos Aires;4527333;1;Resp. Inscripto;70194436;20055169528;A;1;0;Sin Especificar;;;0;;2;;
;53;PINTURERIA TESEI HNOS.;VIEYTES;1697;;;1;Bahia Blanca;Buenos Aires;4544092;1;Resp. Inscripto;70119789;30617734601;A;2;0;Sin Especificar;;;1;78;2;5;
;54;VOLWAR S.A.;DONADO E ITALIA;;;;1;Bahia Blanca;Buenos Aires;T/F 24770;1;Resp. Inscripto;9021154270;30595277694;A;3;0;Sin Especificar;;;0;;2;;
;55;CORRUGADORA BAHIENSE S.R.L.;FALCON;246;;;1;Bahia Blanca;Buenos Aires;T/F 518988;1;Resp. Inscripto;70016886;30585969482;A;0;0;Sin Especificar;;;0;;2;;
;56;MARIO H. DEL VALLE Y CIA S.C.;PUEYRREDON;83;;;1;Bahia Blanca;Buenos Aires;37226-49000;1;Resp. Inscripto;70290531;33643609199;A;1;0;Sin Especificar;;;0;;2;;
;57;RIGANO de MARIO RIGANO;DON BOSCO;186;;;1;Bahia Blanca;Buenos Aires;T/F4520195;1;Resp. Inscripto;70004676;20054395834;A;0;0;Sin Especificar;;;0;;2;;
;58;EXPRESO SUD ATLANTICO;RAFAEL;4710;;;1;Bahia Blanca;Buenos Aires;B.BCA 819381;1;Resp. Inscripto;9028655524;30531999068;A;4;0;Sin Especificar;;;0;;2;;
;59;CERRI BAL;DON BOSCO;1602;;;1;Bahia Blanca;Buenos Aires;T/F 551060;1;Resp. Inscripto;007A014304;20126050039;A;1;0;Sin Especificar;;;0;;2;;
;60;CASA PORTELA;TUCUMAN;601;;;1;Bahia Blanca;Buenos Aires;T/F 33878;1;Resp. Inscripto;7181383;30616131156;A;1;0;Sin Especificar;;;0;;2;;
;61;BRANDAUER Y CIA. S.A.;RUTA;3;;;1;Bahia Blanca;Buenos Aires;4846163;1;Resp. Inscripto;9028884934;30527896947;A;1;0;Sin Especificar;;;0;;2;;
;62;MURARI OSCAR ALBERTO;ESTOMBA;546;2§;;1;Bahia Blanca;Buenos Aires;154272923;1;Resp. Inscripto;70168042;20076502847;A;1;0;Sin Especificar;;;0;;2;;
;63;RADIADORES CESAR;PRESBITERO BIGIO;782;;;1;Bahia Blanca;Buenos Aires;884461;5;Resp. Monotributo;70324777;20922992275;C;1;0;Sin Especificar;;;0;0;2;;
;64;SEGUR SAICAI;ZELARRAYAN;219;;;1;Bahia Blanca;Buenos Aires;30113-45110;1;Resp. Inscripto;9028656673;30538332395;A;1;0;Sin Especificar;;;0;;2;;
;65;EMILIO S. GABRIELLI;MORENO;1357;;;1;Bahia Blanca;Buenos Aires;23883;1;Resp. Inscripto;70011820;20030255047;A;1;0;Sin Especificar;;;0;;2;;
;66;RADI M. LEZCANO;HARDEEN GREEN;1073;;;1;Bahia Blanca;Buenos Aires;155042581/4539489;5;Resp. Monotributo;70395934;20055043761;C;0;0;Sin Especificar;;;0;;2;;
;67;JOSE A. SILMA;E. GONZALEZ;620;;;1;Bahia Blanca;Buenos Aires;42479;1;Resp. Inscripto;70111117;20054880317;A;0;0;Sin Especificar;;;0;;2;;
;68;DELL`ORFANO RODAMIENTOS;BRASIL;756;;;1;Bahia Blanca;Buenos Aires;4531999;1;Resp. Inscripto;70277199;20073715289;A;1;0;Sin Especificar;;;0;0;2;;
;69;TODO AFILADO de NORBERTO Y DANIEL VIZOSO;BRAVARD;1260;;;1;Bahia Blanca;Buenos Aires;4550352;1;Resp. Inscripto;70335229;30651880196;A;1;0;Sin Especificar;;;0;;2;;
;70;FERRETERIA de MENENDEZ;PAUNERO;1160;;;1;Bahia Blanca;Buenos Aires;;5;Resp. Monotributo;70239108;20333491231;C;1;0;Sin Especificar;;;0;;2;;
;71;HUGO OSCAR CERIZOLA;CALLE;49;N;;77;La Plata;Buenos Aires;4217178;1;Resp. Inscripto;551207970;20050627048;A;1;0;Sin Especificar;;;0;0;2;;
;72;TRANSPORTE CENTRAL S.R.L.;BROWN;540;;;1;Bahia Blanca;Buenos Aires;26200;1;Resp. Inscripto;9028827736;30583808465;A;0;0;Sin Especificar;;;0;;2;;
;73;FRIGORIFICO BAHIA BLANCA;AVDA. COLON;2502;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;9028654959;23055131589;A;19;0;Sin Especificar;;;0;;2;;
;74;VAQUERO HNOS.;DARREGUEIRA;253;;;1;Bahia Blanca;Buenos Aires;24781;1;Resp. Inscripto;70039698;30518828440;A;0;0;Sin Especificar;;;0;;2;;
;75;DEPOSITO MATOSO;DON BOSCO;936;;;1;Bahia Blanca;Buenos Aires;4534660;1;Resp. Inscripto;20BHH1740355;20111131652;A;1;0;Sin Especificar;;;0;;2;;
;76;DISTRIBUIDORA E.F.G.;PANAMA;1877;;;1;Bahia Blanca;Buenos Aires;4881377 / 155704758;1;Resp. Inscripto;20BHH11825196;20118251963;A;2;0;Sin Especificar;;;1;78;2;5;
;77;HIELOS LAVALLE;LAVALLE;435;;;1;Bahia Blanca;Buenos Aires;4534711;1;Resp. Inscripto;007-0294368;30647375193;A;2;0;Sin Especificar;;;0;;2;;
;78;JUAN Y JOSE ARCIDIACONO;J.J.PASSO;377;;;152;Gral Cerri;Buenos Aires;4846157- 4847116;1;Resp. Inscripto;007-0013586;33616142319;A;4;0;Sin Especificar;;;1;78;2;0;
;79;FCO. BAHIENSE S.A.;PAMPA CENTRAL;1522;;;1;Bahia Blanca;Buenos Aires;T/F  25928;1;Resp. Inscripto;902-8796395;30503830279;A;1;0;Sin Especificar;;;0;;2;;
;80;OREGUI Y CIA S.R.L.;AV. C. LOPEZ Y ALBERDI;;;;123;Saavedra;Buenos Aires;02923-497167/FAX 497303;1;Resp. Inscripto;092-0000825;30708276096;A;1;0;Sin Especificar;;;0;0;2;0;
;81;SEBENHART ALBERTO;CHASICO;;;;1;Bahia Blanca;Buenos Aires;;2;Resp. NO Inscripto;;80504586780;A;0;0;Sin Especificar;;;0;;2;;
;82;VERCELINO VICTOR;PUAN;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;085A001109;30613197547;A;0;0;Sin Especificar;;;0;;2;;
;83;TERENZI AMADEO;19 DE MAYO;184;;;1;Bahia Blanca;Buenos Aires;EXENTO I.B.;1;Resp. Inscripto;20BHH0148499;20014849999;A;1;0;Sin Especificar;;;0;;2;;
;84;LA HISPANO ARGENTINA;AV. DE MAYO;676;;;1;Bahia Blanca;Buenos Aires;3425511/19;1;Resp. Inscripto;9019172307;30500030972;A;1;0;Sin Especificar;;;0;;2;;
;85;BCO.NACION;ESTOMBA;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;30500010912;A;2603;0;Sin Especificar;1.10131E+20;;0;0;1;0;
;86;SELLOS MARIANI;MITRE;190;;;1;Bahia Blanca;Buenos Aires;T/F512645;1;Resp. Inscripto;70234059;20162509196;A;0;0;Sin Especificar;;;0;;2;;
;87;FCO H. VINUELA Y CIA.;GRUMBEIN;;;;1;Bahia Blanca;Buenos Aires;4810170;1;Resp. Inscripto;70026877;30529178316;A;1;0;Sin Especificar;;;0;;2;;
;88;ESEBA;55 N;570;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;558100322;30545744704;A;0;0;Sin Especificar;;;0;;2;;
;89;OFFORD S.R.L.;UNDIANO;63;;;1;Bahia Blanca;Buenos Aires;21650;1;Resp. Inscripto;70066634;30518248827;A;0;0;Sin Especificar;;;0;;2;;
;90;LA ESQUINA;VIAMONTE;790;;;1;Bahia Blanca;Buenos Aires;513550;1;Resp. Inscripto;23BHH1278765;23127876509;A;1;0;Sin Especificar;;;0;;2;;
;91;GRANJA SAN GERMAN;GRANADA;1151;;;1;Bahia Blanca;Buenos Aires;40476;1;Resp. Inscripto;20BHH0550435;20055043524;A;1;0;Sin Especificar;;;0;;2;;
;92;VISA BCO NACION;BME. MITRE;326;PIS;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;8600040;30500010912;A;1;0;Sin Especificar;;;0;0;1;0;
;93;BANCO MACRO S.A. ( EX BANSUD);SAN MARTIN;216;;;1;Bahia Blanca;Buenos Aires;592200;1;Resp. Inscripto;;30500010084;A;0;0;Sin Especificar;;;0;;2;;
;94;MARCAS INDUSTRIALES;NICARAGUA;853;;;1;Bahia Blanca;Buenos Aires;4551716;1;Resp. Inscripto;9021176553;20134564777;A;1;0;Sin Especificar;;;0;;2;;
;95;PAPALERA BAHIA;11 DE ABRIL;236;;;1;Bahia Blanca;Buenos Aires;518434;1;Resp. Inscripto;70400965;30664220225;A;0;0;Sin Especificar;;;0;;2;;
;96;EST.SERVICIO SHELL DE VICENTE Y CARUSO;PACIFICO Y;17;DE;;1;Bahia Blanca;Buenos Aires;39799;1;Resp. Inscripto;70467386;30664135120;A;1;0;Sin Especificar;;;0;;2;;
;97;NUÑEZ RAUL ERNESTO;RUTA;35;KM.;;1;Bahia Blanca;Buenos Aires;4886841;1;Resp. Inscripto;007-018879-2;20054439300;A;1;0;Sin Especificar;;;1;78;2;5;
;98;EST.SERVICIO LUCHETTI HNOS S.H.;PATRICIOS;780;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;007-01216-6;30534983243;A;2;0;Sin Especificar;;;0;;2;;
;99;JUAN C.FRANCANO;CASTELAR;1575;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;007-017111-1;20102168020;A;1;0;Sin Especificar;;;0;;2;;
;100;LA VIRGINIA;AV. COLON;1718/34;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;921-750245-1;30501077131;A;22;0;Sin Especificar;;;0;;2;;
;101;TRANSPORTES L.C. DE L.CUESTA;BRAVARD;1844;;;1;Bahia Blanca;Buenos Aires;T/F 550406;1;Resp. Inscripto;901-982811-0;27036373380;A;1;0;Sin Especificar;;;0;;2;;
;102;INTER FARMA S.A.;OLIDEN;2423;;;1;Bahia Blanca;Buenos Aires;4686-2900;1;Resp. Inscripto;901-953100-8;30640976531;A;1;0;Sin Especificar;;;0;;2;;
;103;CARGILL S.A.C.I.;AV. GUIDO S/N ING. WHITE;;;;1;Bahia Blanca;Buenos Aires;4599201;1;Resp. Inscripto;9019110737;30506792165;A;177;0;Sin Especificar;;;0;78;2;0;
;104;ROVERETTI JORGE G.A.;ARTIGAS;546;;;1;Bahia Blanca;Buenos Aires;735031;1;Resp. Inscripto;045-090014-7;20141376870;A;1;0;Sin Especificar;;;0;;2;;
;105;PLATAMAR-AUTOTRANSPORTES ARGENTINOS;MANUEL MOLINA;871;;;1;Bahia Blanca;Buenos Aires;T/F 4525083;1;Resp. Inscripto;901-9242783;30527318242;A;2;0;Sin Especificar;;;0;;2;;
;106;FABI TRANSPORTES S.A.;HUGONY;2881;;;1;Bahia Blanca;Buenos Aires;881130;1;Resp. Inscripto;9019545036;30642129518;A;1;0;Sin Especificar;;;0;;2;;
;107;COOP.AG. GAN. DE 17 DE AGOSTO L.T.D.A.;SAN MARTIN Y C. PINCEN;;;;1;Bahia Blanca;Buenos Aires;T/F092494248;1;Resp. Inscripto;30BHN5355466;30535546602;A;13;0;Sin Especificar;;;0;;2;;
;108;MARTIN HUGO;F.SOLA;;;;1;Bahia Blanca;Buenos Aires;;2;Resp. NO Inscripto;.;80505435070;A;1;0;Sin Especificar;;;0;;2;;
;109;P. ROBERTET ARGENTINA S.A.I.C.;SANTOS DUMONT;2644/54;;;1;Bahia Blanca;Buenos Aires;7714105/7742837;1;Resp. Inscripto;901-9259292;30524205226;A;1;0;Sin Especificar;;;0;;2;;
;110;COOP. AG. DE FELIPE SOLA LTDA.;SAN MARTIN S/N;;;;1;Bahia Blanca;Buenos Aires;T/F 092592011;1;Resp. Inscripto;203050510-7;30527843614;A;11;0;Sin Especificar;;;0;;2;;
;111;TRANSP. EL VASQUITO;RONDEAU;2058;;;1;Bahia Blanca;Buenos Aires;48144;1;Resp. Inscripto;901-923060-9;20073883467;A;1;0;Sin Especificar;;;0;;2;;
;112;CARLOS RAUL SAIEG;BRICKMAN;896;;;1;Bahia Blanca;Buenos Aires;4552962;1;Resp. Inscripto;007-026537-6;20116229227;A;1;0;Sin Especificar;;;0;0;2;;
;113;CENTRO DE SALUD L.LUCERO;ESTOMBA;968;;;1;Bahia Blanca;Buenos Aires;558484;4;Exento;;0;A;0;0;Sin Especificar;;;0;;2;;
;114;NICOLAS FIORDELMONDO;L. M. DRAGO;1672;;;1;Bahia Blanca;Buenos Aires;T/F 516511;1;Resp. Inscripto;007-007113-9;20054804718;A;1;0;Sin Especificar;;;0;0;2;;
;115;RUEDA Y BILBAO S.R.L.;O HIGGINS;509;;;1;Bahia Blanca;Buenos Aires;38209;1;Resp. Inscripto;30BHH5753405;30575340535;A;0;0;Sin Especificar;;;0;;2;;
;116;RASTRO VIEYTES S.A.;SIXTO LASPIUR;939;;;1;Bahia Blanca;Buenos Aires;T/F 512620;1;Resp. Inscripto;007-022809-3;30587196537;A;1;0;Sin Especificar;;;0;0;2;;
;117;CODIMAT S.A.;JUAN MOLINA;854;;;1;Bahia Blanca;Buenos Aires;156484492 GUILLERMO/ 4592400;1;Resp. Inscripto;902-8657097;30540889356;A;4;0;Sin Especificar;;;1;78;2;5;
;118;MIGUEL A. CELLA Y CIA. S.R.L.;AV.COLON;734/40;;;1;Bahia Blanca;Buenos Aires;21270;1;Resp. Inscripto;902-879623-2;30573134296;A;1;0;Sin Especificar;;;0;;2;;
;119;SERMAT S.A.;HOLDICH;43;;;1;Bahia Blanca;Buenos Aires;36755;1;Resp. Inscripto;902-865720-0;30504970651;A;2;0;Sin Especificar;;;0;;2;;
;120;ROBERTO GONZALEZ;LAVALLE S/N;;;;1;Bahia Blanca;Buenos Aires;0925/92057;5;Resp. Monotributo;203-050994-3;20121582695;C;1;0;Sin Especificar;;;0;0;2;;
;121;FUMIS JUAN CARLOS;PUNTA ALTA;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;20065970326;A;1;0;Sin Especificar;;;0;;2;;
;122;SUPERMERCADO EMILIOZZI;VIEYTES;1802;;;1;Bahia Blanca;Buenos Aires;44201;1;Resp. Inscripto;007-005435-8;20055037033;A;0;0;Sin Especificar;;;0;;2;;
;123;ELECTRICIDAD DEL AUTOMOVIL DE SAVINO PERTICAROLI;FRANCIA;863;;;1;Bahia Blanca;Buenos Aires;4546690;1;Resp. Inscripto;20BHH15267516;20152675160;A;1;0;Sin Especificar;;;0;0;2;;
;124;ROPPEL JUAN CARLOS;JUJUY;68;;;1;Bahia Blanca;Buenos Aires;T/F 517786;1;Resp. Inscripto;007-0248604;20107372823;A;2;0;Sin Especificar;;;0;;2;;
;125;TRANS.DE HACIENDA 12 DE OCTUBRE;MAYOR CLERICE;465;;;152;Gral Cerri;Buenos Aires;846098;1;Resp. Inscripto;007-012649-5;30563594396;A;1;0;Sin Especificar;;;0;0;2;;
;126;LANCIER S.A.;AGUERO;164;;;1;Bahia Blanca;Buenos Aires;T/F6525759;1;Resp. Inscripto;901-985125-8;33657492189;A;0;0;Sin Especificar;;;0;;2;;
;127;HUMBERTO LUCAIOLI;PATRICIOS;861;;;1;Bahia Blanca;Buenos Aires;4563636;1;Resp. Inscripto;902-880826-2;30688087720;A;152;0;Sin Especificar;;;0;0;2;0;
;128;DISTRIBUIDORA DE GAS PAMPEANA S.A.;MITRE;282;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;901-987128-3;30657864281;A;0;0;Sin Especificar;;;0;;2;;
;129;MASTER-CARD/BCO.DEL SUD;CHARLONE;702;;;1;Bahia Blanca;Buenos Aires;20465;1;Resp. Inscripto;007-8600200;30500010084;A;1;0;Sin Especificar;;;0;;2;;
;130;AUTOMECANICA GUILARTE;TTE. FARIAS;425;;;1;Bahia Blanca;Buenos Aires;4546958;1;Resp. Inscripto;007-013611-4;20043188438;A;1;0;Sin Especificar;;;0;0;2;;
;131;FRIGORIFICO SUR S.R.L.;PAUNERO;1265;;;1;Bahia Blanca;Buenos Aires;28911;1;Resp. Inscripto;007-029349-3;30645101169;A;1;0;Sin Especificar;;;0;;2;;
;132;GIAMBELLUCA HECTOR;SECCION QUINTAS;;;;1;Bahia Blanca;Buenos Aires;;1;Resp. Inscripto;;23054472749;A;1;0;Sin Especificar;;;0;;2;;
;133;GALLO ESTEBAN;SECCION CHACRAS;;;;1;Bahia Blanca;Buenos Aires;;5;Resp. Monotributo;;20936030514;B;1;0;Sin Especificar;;;0;0;2;;
;134;CALCAGNI Y CIA;AGUADO;235;;;1;Bahia Blanca;Buenos Aires;4544253;1;Resp. Inscripto;007-1976-5;30540652488;A;1;0;Sin Especificar;;;0;;2;;
;135;DR.FCO. GONZALEZ MORENO;FALCON;862;;;1;Bahia Blanca;Buenos Aires;31374;2;Resp. NO Inscripto;007-003745-2;20054426667;C;0;0;Sin Especificar;;;0;;2;;
;136;ROPPEL JUAN CARLOS;JUJUY;68;;;1;Bahia Blanca;Buenos Aires;T/F 517786;1;Resp. Inscripto;007-024860-4;20107372823;A;2;0;Sin Especificar;;;0;;2;;
;137;T.V.C. S.A.;ALMAFUERTE;1463;;;1;Bahia Blanca;Buenos Aires;T/F 48435;1;Resp. Inscripto;902-883478-3;30617446991;A;1;0;Sin Especificar;;;0;;2;;
